Order Index,Order-in Time,Rider Index,Rider Arrives at Restaurant,Order Delivered Time,Waiting Time,DT
1101,32906,25,33372.64079,34122.15253,1216.152527,
1102,32935,3,33595.17043,34371.03769,1436.037689,
1103,32962,23,33278.32711,33885.83948,923.8394808,
1104,32990,11,33631.00312,34380.48628,1390.486275,
1105,33020,28,33720.54569,34151.99442,1131.994416,
1106,33058,30,33665.83109,34808.4899,1750.489905,
1107,33093,29,33333.83189,34227.3561,1134.356098,
1108,33131,20,33366.53556,34264.87163,1133.871629,
1109,33175,12,33730.20267,34019.47935,844.4793499,
1110,33212,15,33257.68717,34396.11808,1184.118079,
1111,33244,24,33376.84122,34042.36084,798.360843,
1112,33273,9,33575.20026,34209.52813,936.5281329,
1113,33305,5,33650.90461,34240.42186,935.4218551,
1114,33330,5,33754.02948,34210.20927,880.2092692,
1115,33371,8,33657.47164,34466.44525,1095.445249,
1116,33408,22,33460.23983,34163.69523,755.6952283,
1117,33440,16,33983.61707,34796.68431,1356.684309,
1118,33474,20,33983.97126,34919.1076,1445.107602,
1119,33504,0,34068.84629,34918.50328,1414.503281,
1120,33530,5,33677.8276,34474.24994,944.2499436,
1121,33558,17,33604.87217,34078.66752,520.667517,
1122,33582,7,33637.22681,34374.56801,792.5680067,
1123,33602,2,34071.56613,34784.96496,1182.964962,
1124,33622,6,33875.50799,34526.27834,904.2783422,
1125,33656,31,34007.57361,34692.5609,1036.560902,
1126,33695,23,34034.36894,34793.24261,1098.242612,
1127,33726,18,33945.80446,34407.63162,681.6316169,
1128,33762,18,33989.50165,35003.31721,1241.317215,
1129,33797,26,34325.73032,35208.47649,1411.476493,
1130,33830,12,34148.13949,35057.54383,1227.543829,
1131,33869,27,34140.24896,34446.21645,577.2164523,
1132,33897,22,34236.30404,35317.05229,1420.052291,
1133,33931,1,34269.16268,34685.93972,754.939721,
1134,33962,1,34326.93972,34661.93064,699.9306374,
1135,33988,1,34297.93064,34547.33104,559.3310367,
1136,34026,1,34584.23382,35078.45037,1052.450374,
1137,34047,14,34397.00143,34815.79414,768.7941393,
1138,34075,14,34311.43392,34684.36499,609.3649926,
1139,34105,14,34500.9255,35251.69177,1146.691773,
1140,34135,14,34455.71327,34719.03093,584.0309254,
1141,34169,14,34951.21353,35719.88251,1550.882505,
1142,34189,28,34431.73854,35070.27589,881.2758899,
1143,34221,11,34541.07655,35009.73049,788.7304854,
1144,34254,7,34457.78911,35216.24208,962.2420816,
1145,34292,25,34562.37936,35209.37558,917.3755777,
1146,34319,13,34385.48308,35313.64866,994.6486583,
1147,34354,8,34698.70277,35137.57337,783.5733731,
1148,34380,3,34626.08941,34960.96858,580.9685838,
1149,34409,17,34595.81542,35186.73702,777.7370243,
1150,34434,19,34523.81091,35449.53817,1015.538168,
1151,34463,13,34829.43144,35374.45278,911.4527783,
1152,34498,6,34803.59585,35410.57077,912.5707657,
1153,34520,4,35026.66162,35576.58889,1056.588891,
1154,34552,4,35110.75755,35486.39168,934.3916808,
1155,34574,4,35154.61519,35532.97084,958.9708438,
1156,34605,4,34975.47267,35640.34719,1035.347193,
1157,34629,4,35274.34719,35842.36128,1213.361278,
1158,34664,31,34879.87719,35533.36066,869.3606648,
1159,34697,1,35022.32595,35700.64729,1003.647294,
1160,34735,25,35197.09079,36151.43184,1416.431838,
1161,34763,21,34866.94229,35730.17242,967.1724179,
1162,34794,15,34861.02984,35419.41665,625.4166519,
1163,34830,14,35219.61006,35601.95549,771.9554948,
1164,34872,17,34895.02173,35844.81472,972.8147218,
1165,34903,3,35121.08255,35513.11134,610.1113355,
1166,34932,19,35333.13963,35512.52747,580.5274745,
1167,34961,24,35013.69725,35543.23423,582.2342321,
1168,34991,24,35404.35336,35587.76546,596.765464,
1169,35024,7,35331.81427,35922.98176,898.9817615,
1170,35051,5,35178.06298,36120.32687,1069.326873,
1171,35084,0,35124.49691,35664.09471,580.0947132,
1172,35122,14,35561.51418,36821.36803,1699.368028,
1173,35154,15,35389.41665,36161.36294,1007.36294,
1174,35193,18,35329.47344,36259.79613,1066.796129,
1175,35222,5,35619.52407,36502.71169,1280.711693,
1176,35251,28,35340.20202,35960.21466,709.2146613,
1177,35285,24,35439.31461,35945.31278,660.3127818,
1178,35320,19,35483.24828,36151.63786,831.6378607,
1179,35349,21,35492.83364,35909.24816,560.2481555,
1180,35383,13,35546.62457,36754.20589,1371.205891,
1181,35424,3,35598.79836,36246.46151,822.4615073,
1182,35447,8,35730.85384,36581.47834,1134.478341,
1183,35482,11,35749.8003,36223.92045,741.9204456,
1184,35507,28,35894.23806,36553.08573,1046.085728,
1185,35531,12,35624.10746,36191.11849,660.1184925,
1186,35556,31,36172.92301,36831.44028,1275.440284,
1187,35588,16,36235.17386,36697.42163,1109.421625,
1188,35604,4,36365.51428,36600.16295,996.1629544,
1189,35632,11,36087.74774,36581.90965,949.909654,
1190,35672,27,35858.06719,36870.64393,1198.643927,
1191,35698,1,35876.74954,36860.80118,1162.801175,
1192,35737,27,36016.60866,36733.42312,996.4231196,
1193,35775,12,36045.11849,36356.00262,581.0026178,
1194,35805,23,35883.18568,36782.79929,977.7992855,
1195,35832,23,35958.65702,37097.10685,1265.106851,
1196,35858,29,36076.14674,37276.25094,1418.250942,
1197,35887,21,36009.53275,36791.63926,904.6392602,
1198,35913,30,36224.11734,36383.99383,470.9938269,
1199,35942,30,36493.19597,37328.04925,1386.049253,
1200,35974,15,36168.21386,36903.82756,929.8275632,
1201,35999,29,36443.56833,36713.08827,714.0882736,
1202,36024,26,36054.46309,36610.2906,586.2906009,
1203,36062,26,36294.55107,36913.57665,851.5766459,
1204,36094,20,36235,36627.95138,533.9513807,
1205,36125,20,36544.60934,37375.56843,1250.568427,
1206,36164,19,36306.44297,37229.47391,1065.473908,
1207,36202,18,36384.01374,37237.36811,1035.368112,
1208,36226,16,36646.24041,37051.75366,825.7536624,
1209,36253,12,36489.66756,36950.29827,697.2982701,
1210,36278,11,36557.0084,37577.1257,1299.125698,
1211,36305,3,36519.6928,37541.4969,1236.496899,
1212,36326,4,36570.05942,37121.39054,795.3905434,
1213,36356,7,36881.46075,37407.66413,1051.664133,
1214,36388,20,36764.04264,37944.24718,1556.247183,
1215,36425,8,37089.24393,38399.08133,1974.081326,
1216,36455,29,36572.18362,37633.30705,1178.307047,
1217,36479,26,36756.51179,37718.24183,1239.241826,
1218,36510,0,36837.91767,37644.03898,1134.038977,
1219,36536,25,36860.46417,37887.6803,1351.6803,
1220,36572,17,36772.15994,37224.84026,652.8402557,
1221,36610,17,36864.09644,37302.8531,692.8530997,
1222,36632,27,36897.33941,37291.45315,659.4531499,
1223,36662,24,36904.0124,37739.39581,1077.39581,
1224,36689,2,36785.87621,37207.06248,518.0624847,
1225,36710,2,36838.06248,37541.43969,831.4396901,
1226,36746,2,37220.49868,37579.23257,833.2325675,
1227,36773,30,37027.52701,37648.70773,875.707731,
1228,36802,1,37153.35032,37821.55857,1019.558567,
1229,36849,16,37185.0372,37570.8569,721.8568969,
1230,36876,15,37026.01594,37539.87837,663.8783709,
1231,36893,31,37100.42469,37753.21378,860.2137812,
1232,36927,28,37311.61019,38073.85996,1146.859961,
1233,36957,2,37159.32695,37673.5351,716.5351042,
1234,36979,0,37399.23446,37913.29671,934.2967114,
1235,37005,12,37040.8469,37794.89249,789.8924856,
1236,37026,24,37329.19136,37975.65882,949.6588246,
1237,37056,4,37454.25688,38215.07371,1159.073711,
1238,37090,17,37128.27532,38119.6202,1029.6202,
1239,37119,21,37255.01471,38262.55491,1143.554908,
1240,37147,27,37542.59727,38277.99189,1130.991887,
1241,37195,14,37636.02834,38009.59761,814.5976144,
1242,37221,7,37836.70935,38916.63527,1695.63527,
1243,37261,29,37744.06656,37965.6902,704.6902011,
1244,37289,19,37412.19903,38257.3926,968.3926002,
1245,37316,6,37705.66652,37791.72631,475.7263087,
1246,37347,6,37890.36912,38336.40163,989.4016295,
1247,37367,6,37900.54006,38055.15572,688.1557166,
1248,37392,30,37636.16174,38778.44435,1386.444351,
1249,37414,6,37834.12096,38716.21916,1302.219163,
1250,37440,0,37845.37578,38065.49242,625.4924229,
1251,37474,25,37774.84914,38775.80008,1301.800078,
1252,37502,3,38012.06666,39036.27367,1534.273673,
1253,37530,16,37861.8569,38369.37846,839.3784597,
1254,37568,2,37855.66692,38656.65651,1088.656508,
1255,37597,26,37959.04257,38521.27935,924.2793547,
1256,37625,5,37701.10519,38732.36323,1107.363227,
1257,37647,31,37950.50008,39158.85335,1511.853354,
1258,37675,12,37785.13517,38659.78022,984.7802192,
1259,37702,14,38348.37837,38657.40426,955.404261,
1260,37730,22,38148.68843,38728.46511,998.4651095,
1261,37758,22,38230.8689,38529.7284,771.7284024,
1262,37796,22,37947.84532,38261.60423,465.6042327,
1263,37834,24,38182.75715,38956.75075,1122.750752,
1264,37864,22,38280.55972,38583.35998,719.3599838,
1265,37893,21,38032.35898,38711.44797,818.4479712,
1266,37915,28,38491.07378,39322.68968,1407.689677,
1267,37944,22,38372.03487,38688.62971,744.629709,
1268,37969,5,38095.17845,38767.75543,798.7554281,
1269,38003,1,38309.75723,38987.36773,984.3677313,
1270,38048,11,38350.50289,38847.6645,799.6644969,
1271,38080,27,38382.11201,39170.77812,1090.778124,
1272,38115,4,38403.20398,38767.33893,652.3389257,
1273,38136,16,38457.88876,39540.74057,1404.740568,
1274,38167,19,38347.46818,39147.08182,980.0818158,
1275,38198,12,38746.92378,39641.46426,1443.464257,
1276,38217,5,38654.07716,39109.19787,892.1978727,
1277,38253,15,38411.11388,39024.32008,771.3200755,
1278,38293,29,38602.43335,39392.51392,1099.513918,
1279,38323,8,38482.70598,39385.26855,1062.268548,
1280,38364,26,38590.15606,39060.58441,696.5844115,
1281,38393,2,38671.07871,40052.17976,1659.179755,
1282,38422,20,38471.39636,39517.54376,1095.543762,
1283,38459,17,38785.11961,39538.54043,1079.540427,
1284,38493,0,38601.55874,39475.42046,982.4204588,
1285,38525,6,39173.95817,39747.2478,1222.247801,
1286,38550,15,38859.80316,39557.33135,1007.331353,
1287,38582,14,38956.09583,39439.18318,857.1831845,
1288,38615,11,39024.6645,39353.20369,738.2036878,
1289,38648,17,39380.02398,40557.49786,1909.497857,
1290,38680,15,39359.33421,40522.98974,1842.989744,
1291,38708,22,38867.5525,39535.0286,827.0286032,
1292,38742,25,39273.46061,39901.66837,1159.668373,
1293,38765,8,39373.70835,39767.95629,1002.95629,
1294,38799,1,39069.79179,39597.28649,798.2864852,
1295,38822,21,38892.38466,39874.47113,1052.471131,
1296,38847,5,39393.91528,39711.32991,864.329907,
1297,38873,19,39215.81318,40304.99457,1431.994571,
1298,38899,30,39380.65652,39945.24486,1046.244862,
1299,38941,11,39546.64768,39902.43554,961.4355371,
1300,38970,26,39504.56865,39663.58122,693.5812236,
1301,39004,4,39111.42439,39842.89642,838.8964246,
1302,39035,3,39136.96568,39938.83752,903.837523,
1303,39060,28,39217.29393,39681.44233,621.4423299,
1304,39094,20,39288.50964,39628.80677,534.8067678,
1305,39124,29,39348.11604,40259.82169,1135.821695,
1306,39155,0,39467.38598,39845.48128,690.4812806,
1307,39192,31,39475.45194,39761.83604,569.8360364,
1308,39231,27,39653.52219,40250.64613,1019.646129,
1309,39258,9,39539.11386,39976.01372,718.0137192,
1310,39281,9,39619.9233,40043.83911,762.8391074,
1311,39309,9,39386.25283,40064.16845,755.1684543,
1312,39341,9,39965.89199,40210.50188,869.5018842,
1313,39373,9,39984.26508,40390.02979,1017.029792,
1314,39402,9,40011.64334,40528.28635,1126.286349,
1315,39438,9,39631.41406,40091.09314,653.0931394,
1316,39468,20,39669.85526,40684.73381,1216.733811,
1317,39495,16,39635.15455,40123.56432,628.5643217,
1318,39526,12,39848.0992,40705.77353,1179.773533,
1319,39552,1,39746.5011,40230.79419,678.7941853,
1320,39585,4,39677.07319,40626.40041,1041.400408,
1321,39620,22,40057.0286,40876.72855,1256.728548,
1322,39651,31,40072.69084,41086.93781,1435.937809,
1323,39676,0,39864.68351,40667.45353,991.4535282,
1324,39703,28,40123.73864,40532.07428,829.0742825,
1325,39731,21,39880.9661,40925.99747,1194.997467,
1326,39759,11,40045.56136,40785.86942,1026.869423,
1327,39782,5,39867.42248,40788.29376,1006.293761,
1328,39812,8,39906.17537,41053.0846,1241.084602,
1329,39844,2,40095.3654,41069.58792,1225.587916,
1330,39864,6,40132.15294,40664.69819,800.698186,
1331,39903,30,40091.76705,40498.68179,595.6817931,
1332,39921,3,39966.61079,40514.99361,593.9936073,
1333,39948,27,40366.90371,40847.37181,899.3718136,
1334,39973,24,40727.93377,41499.21388,1526.213877,
1335,39994,13,40440.79414,41197.49487,1203.494869,
1336,40022,13,40605.1655,41074.04075,1052.04075,
1337,40043,13,40749.78144,41706.37749,1663.377486,
1338,40084,14,40922.48733,41182.11976,1098.119761,
1339,40107,14,40685.29281,41539.00304,1432.003035,
1340,40133,1,40515.50105,40945.3015,812.3015042,
1341,40150,9,40719.00351,41241.79984,1091.799842,
1342,40184,25,40341.87653,40802.65039,618.6503881,
1343,40215,29,40409.16488,40868.60008,653.6000759,
1344,40244,26,40479.26156,40945.12698,701.1269837,
1345,40274,30,40602.5193,41089.48747,815.4874698,
1346,40307,26,40633.12766,40786.09292,479.092917,
1347,40330,13,40576.52008,41653.47513,1323.475133,
1348,40354,16,40582.48414,41232.21307,878.2130682,
1349,40384,28,40742.69758,41622.52769,1238.527693,
1350,40414,6,40700.79232,41042.0469,628.0468999,
1351,40446,3,40607.77292,41623.64234,1177.642339,
1352,40477,19,40887.88806,41175.44675,698.4467523,
1353,40506,24,40731.06221,41018.14745,512.1474519,
1354,40539,25,40629.24965,41761.8073,1222.807301,
1355,40565,4,40779.34811,41234.00785,669.0078528,
1356,40603,26,40956.58925,42138.08512,1535.085121,
1357,40640,20,40788.82031,41647.2694,1007.2694,
1358,40663,27,41074.47972,41671.75989,1008.759889,
1359,40691,5,40837.657,41500.72671,809.7267081,
1360,40722,17,41155.86864,41814.67059,1092.670587,
1361,40748,11,40977.37921,41783.62102,1035.621017,
1362,40777,15,41113.92878,41812.6973,1035.697298,
1363,40816,24,41162.99895,41852.45885,1036.458847,
1364,40835,22,41130.4945,41334.00459,499.0045871,
1365,40869,19,41162.46333,41875.55023,1006.550232,
1366,40898,21,41267.75762,42139.73772,1241.737717,
1367,40934,16,41042.887,41620.48244,686.4824402,
1368,40969,6,41199.11058,42321.99297,1352.992966,
1369,41001,2,41260.49365,42310.90689,1309.906892,
1370,41030,9,41252.87046,42370.07014,1340.070145,
1371,41059,29,41322.60008,41687.10292,628.1029189,
1372,41101,1,41281.801,41683.60841,582.608411,
1373,41127,22,41332.21907,41943.3879,816.3879014,
1374,41152,12,41532.70592,42021.52581,869.5258074,
1375,41186,31,41444.12594,42325.01602,1139.016021,
1376,41212,3,41799.6537,42698.93425,1486.934248,
1377,41237,0,41624.39773,42161.42492,924.4249246,
1378,41263,30,41588.65165,42660.11469,1397.114691,
1379,41294,29,41639.9961,42642.64893,1348.648934,
1380,41325,5,41712.41752,42732.30261,1407.302611,
1381,41356,4,41764.09435,41972.82863,616.8286327,
1382,41384,14,41621.46515,42527.62228,1143.62228,
1383,41413,1,41736.97689,42268.53935,855.5393492,
1384,41434,13,41815.74035,42412.99915,978.9991512,
1385,41457,15,41705.17936,42404.52144,947.521441,
1386,41478,16,41818.10076,42484.66068,1006.660677,
1387,41500,12,41844.03899,42410.13751,910.137513,
1388,41528,27,41724.31462,42940.0275,1412.027502,
1389,41565,17,41939.86656,42406.51937,841.5193686,
1390,41594,20,41956.88206,42186.31973,592.3197268,
1391,41631,28,41868.47421,42741.51371,1110.513706,
1392,41654,26,42244.10399,42929.46898,1275.468977,
1393,41672,22,42108.19385,42631.99802,959.9980151,
1394,41705,8,41946.90081,42328.54871,623.5487101,
1395,41740,25,42102.80648,42709.71257,969.7125691,
1396,41775,8,42008.54871,42588.72751,813.7275068,
1397,41813,11,42062.72185,42951.95995,1138.959946,
1398,41834,2,42345.69195,43504.68609,1670.686091,
1399,41869,4,41997.31602,43052.39776,1183.397756,
1400,41901,0,42615.19045,42875.19814,974.198143,
1401,41930,19,42043.64858,43181.28509,1251.285086,
1402,41956,21,42595.82762,43310.63669,1354.636686,
1403,41981,31,42456.75461,43394.20122,1413.20122,
1404,42014,24,42507.70538,43538.26736,1524.26736,
1405,42046,20,42603.65532,42849.59231,803.592307,
1406,42071,15,42526.52144,43509.76825,1438.768252,
1407,42101,1,42360.2454,43194.47405,1093.474047,
1408,42124,8,42586.6061,42995.40514,871.4051354,
1409,42156,12,42590.81679,43222.85255,1066.852547,
1410,42186,17,42486.14976,43017.95333,831.9533317,
1411,42213,26,43059.27653,43756.30419,1543.304186,
1412,42245,9,42560.58786,43122.77802,877.7780161,
1413,42271,16,42565.61746,43624.63801,1353.63801,
1414,42298,22,42934.16519,43480.84113,1182.841126,
1415,42317,30,42707.09706,43762.85269,1445.852689,
1416,42353,6,42730.75256,43202.03486,849.0348571,
1417,42385,28,43025.53584,43700.27792,1315.277918,
1418,42419,14,43175.28268,43836.10793,1417.107926,
1419,42452,0,43154.69192,43879.88707,1427.887066,
1420,42471,13,42795.85381,43714.87177,1243.87177,
1421,42500,20,43095.52929,43688.33834,1188.338338,
1422,42532,29,42992.68465,43488.14537,956.1453667,
1423,42556,11,43214.71963,43890.36033,1334.360332,
1424,42587,5,42974.18068,43510.05511,923.0551092,
1425,42619,3,42978.82887,43643.66752,1024.667517,
1426,42654,8,43064.35439,43835.41069,1181.410691,
1427,42678,25,43173.52288,44149.81177,1471.811767,
1428,42699,17,43243.63674,44139.8454,1440.8454,
1429,42740,9,43426.07325,44340.80277,1600.802774,
1430,42771,31,43463.49047,44435.20429,1664.204292,
1431,42797,27,43493.46856,43967.40104,1170.40104,
1432,42831,4,43153.80431,43880.26275,1049.26275,
1433,42866,19,43252.04315,43961.02559,1095.025593,
1434,42903,1,43619.50346,44600.68693,1697.686927,
1435,42938,12,43339.54445,44175.70599,1237.705992,
1436,42971,6,43374.00812,44199.4963,1228.496303,
1437,43005,2,43560.552,44153.62238,1148.622377,
1438,43045,24,43451.67285,44707.782,1662.781997,
1439,43068,18,43586.61064,43916.41362,848.4136154,
1440,43095,18,43429.77306,43669.36106,574.3610588,
1441,43130,18,44420.55531,45054.10167,1924.101675,
1442,43164,18,43663.72993,44056.34169,892.3416946,
1443,43201,18,43569.5987,43951.94321,750.9432088,
1444,43225,18,43248.08679,44092.74575,867.7457483,
1445,43265,21,43929.39431,44197.69638,932.6963805,
1446,43295,18,43604.40103,44815.5335,1520.533502,
1447,43321,7,43874.00814,44315.82258,994.8225781,
1448,43358,7,43833.85712,44318.51473,960.5147325,
1449,43384,7,44265.52425,44629.02115,1245.021153,
1450,43411,7,44237.14345,45000.03401,1589.034006,
1451,43440,16,43732.55001,44402.46529,962.4652909,
1452,43466,30,43836.53444,44651.02936,1185.029365,
1453,43489,7,43866.00133,44768.10348,1279.103481,
1454,43520,8,43980.87546,44604.42256,1084.422564,
1455,43547,22,43958.17515,44179.93402,632.9340232,
1456,43572,5,43938.99455,44773.0746,1201.074596,
1457,43598,0,44069.63427,44505.55633,907.556326,
1458,43628,20,44159.76702,44926.31773,1298.317733,
1459,43673,3,44095.83921,44370.60639,697.6063871,
1460,43698,26,44228.57741,45221.9117,1523.911696,
1461,43727,11,43989.34013,44392.13242,665.132422,
1462,43747,25,44203.84879,45394.55149,1647.551493,
1463,43777,21,44283.13642,45397.00473,1620.004727,
1464,43810,28,44141.15857,44554.30213,744.302131,
1465,43837,13,44032.53261,44468.23433,631.2343259,
1466,43865,27,44248.16607,44882.63718,1017.637178,
1467,43890,17,44186.85604,45369.70551,1479.705508,
1468,43925,2,44346.40464,45046.62238,1121.622377,
1469,43959,19,44250.10863,44464.59496,505.5949554,
1470,43993,11,44503.90451,45442.86308,1449.863078,
1471,44020,9,44483.80627,45400.93485,1380.934851,
1472,44050,12,44447.13186,45099.05485,1049.054846,
1473,44074,18,44647.59122,45465.41944,1391.419445,
1474,44118,29,44573.49643,44812.54873,694.548728,
1475,44151,29,44421.74639,44931.05146,780.0514582,
1476,44183,22,44284.59724,45361.98416,1178.984157,
1477,44207,0,44848.2632,45951.68227,1744.682265,
1478,44236,6,44324.09086,45175.91818,939.9181757,
1479,44264,3,44597.32273,45026.80224,762.8022447,
1480,44305,1,44916.46533,46066.28397,1761.28397,
1481,44335,13,44797.89956,45300.86079,965.8607882,
1482,44359,31,44526.42381,45570.15328,1211.153284,
1483,44392,8,44907.06757,45403.48124,1011.48124,
1484,44426,3,45073.37477,45508.19152,1082.191522,
1485,44451,4,44818.97962,45149.4688,698.4687991,
1486,44469,19,44957.13625,45008.6144,539.6144022,
1487,44493,16,44836.02332,45243.86701,750.8670115,
1488,44517,27,45188.35927,45676.11332,1159.113323,
1489,44554,19,45055.68751,46130.29767,1576.297667,
1490,44577,5,44881.20322,45687.83662,1110.836616,
1491,44603,28,44743.346,45819.14345,1216.14345,
1492,44634,30,44820.39583,45670.61415,1036.614149,
1493,44665,24,44982.66743,45725.32084,1060.320841,
1494,44693,4,45211.69162,45660.58582,967.5858201,
1495,44736,29,45226.661,45384.37602,648.376019,
1496,44763,14,45216.6794,45886.10976,1123.109757,
1497,44793,7,45433.81511,45921.32408,1128.32408,
1498,44832,13,45393.88387,46431.59856,1599.598564,
1499,44871,14,45400.99817,45522.45598,651.4559836,
1500,44907,22,45565.70252,46546.24063,1639.240632,
1501,44934,4,45645.17585,46336.6897,1402.689696,
1502,44963,2,45237.4731,46098.02467,1135.024675,
1503,44992,17,45513.08263,46695.67613,1703.676127,
1504,45023,12,45234.02892,45697.92083,674.9208313,
1505,45053,29,45562.7296,46290.74895,1237.748946,
1506,45076,16,45387.66753,46456.62196,1380.621961,
1507,45102,6,45347.97143,46570.50093,1468.50093,
1508,45135,27,45818.50714,46695.11332,1560.113323,
1509,45165,26,45635.184,46170.32978,1005.329778,
1510,45206,18,45549.63939,46596.36479,1390.364787,
1511,45237,11,45746.06763,46669.26549,1432.265493,
1512,45252,9,45497.475,46488.99287,1236.992871,
1513,45290,8,45599.95007,46301.16815,1011.168151,
1514,45314,14,45720.22858,46008.21088,694.2108791,
1515,45346,28,45913.60489,47105.87562,1759.875621,
1516,45372,25,45553.70551,46539.56805,1167.568049,
1517,45395,21,45977.65436,46958.31995,1563.319954,
1518,45423,31,45673.86442,46184.49454,761.4945419,
1519,45459,15,45649.37857,46554.44312,1095.443123,
1520,45493,15,45728.46762,46324.06235,831.0623539,
1521,45517,15,45912.27332,46153.88458,636.8845812,
1522,45547,5,45949.46995,47058.16309,1511.163093,
1523,45584,24,45897.56485,46645.80741,1061.80741,
1524,45618,30,45757.06645,46737.41914,1119.419143,
1525,45649,7,46171.73212,46755.52471,1106.52471,
1526,45683,12,45987.37722,46167.29967,484.2996698,
1527,45720,3,46008.21173,46946.20691,1226.206912,
1528,45754,14,46103.96577,46675.71403,921.7140322,
1529,45777,2,46188.23554,47399.43293,1622.432926,
1530,45803,0,46157.32759,47164.47811,1361.478109,
1531,45827,29,46416.70926,47012.99283,1185.992833,
1532,45857,8,46422.43233,47272.26109,1415.261087,
1533,45891,19,46332.27044,46994.11198,1103.111977,
1534,45922,4,46373.36394,47195.15314,1273.153141,
1535,45948,15,46580.58318,46872.9015,924.9015006,
1536,45980,31,46447.53066,47650.69573,1670.695731,
1537,46003,16,46583.1842,47743.56399,1740.563988,
1538,46028,1,46515.50218,47126.52264,1098.522638,
1539,46065,12,46807.96573,47749.04224,1684.042241,
1540,46096,9,46580.77522,47926.79104,1830.791039,
1541,46128,6,46616.67452,47207.21737,1079.217367,
1542,46164,23,46835.23245,47005.24421,841.2442129,
1543,46188,23,46511.736,47591.81261,1403.812606,
1544,46224,23,46987.89855,47699.11301,1475.113008,
1545,46257,23,46533.15937,46795.86235,538.8623525,
1546,46291,23,46711.47592,47206.81621,915.8162079,
1547,46315,23,46518.57799,47494.11089,1179.110892,
1548,46334,23,46800.06437,47164.62438,830.624382,
1549,46367,23,46902.3298,47602.77609,1235.776091,
1550,46387,23,47023.00314,47859.52511,1472.525111,
1551,46411,11,46761.04784,47958.46569,1547.465693,
1552,46439,25,46823.91291,47481.43941,1042.439411,
1553,46467,13,46655.44893,47401.1112,934.1112019,
1554,46490,17,46859.63039,47832.21816,1342.218155,
1555,46515,3,46801.48047,47665.44372,1150.443719,
1556,46547,30,46821.44295,47475.93743,928.9374349,
1557,46571,22,46749.53851,47274.5602,703.5602016,
1558,46606,27,47023.41958,47404.79129,798.7912862,
1559,46633,14,46948.74517,47181.45512,548.4551226,
1560,46666,24,47007.80989,47403.49532,737.4953237,
1561,46698,7,47128.68687,47711.55651,1013.556512,
1562,46726,15,47081.04808,47643.06068,917.0606778,
1563,46760,23,46979.25313,48042.87683,1282.876826,
1564,46780,19,47222.35089,48113.97566,1333.975663,
1565,46807,4,47322.02709,48376.38067,1569.380669,
1566,46833,13,47588.41361,48123.99905,1290.999055,
1567,46863,29,47093.27359,47575.00446,712.0044601,
1568,46886,6,47306.46453,47701.90739,815.9073853,
1569,46909,18,47342.90437,47829.04221,920.0422079,
1570,46939,20,47633.63084,48503.91412,1564.914124,
1571,46966,20,47537.42016,47834.89285,868.8928485,
1572,46998,1,47391.75084,47636.27655,638.2765521,
1573,47019,30,47690.21996,48617.15312,1598.153116,
1574,47049,8,47396.8765,48156.24287,1107.242868,
1575,47081,22,47420.27077,47908.91977,827.9197659,
1576,47111,18,47612.09921,48707.35893,1596.358928,
1577,47140,14,47607.59712,48304.27854,1164.278537,
1578,47160,0,47735.47898,48290.48889,1130.488894,
1579,47192,24,47692.64559,48193.97481,1001.974815,
1580,47225,20,47657.59739,48199.49872,974.4987151,
1581,47255,25,47779.37397,48216.14943,961.1494343,
1582,47285,27,47795.71072,49094.65837,1809.658366,
1583,47317,17,47909.14019,48653.90786,1336.907858,
1584,47346,1,47759.38626,48225.806,879.8059986,
1585,47371,21,47669.10401,47921.29036,550.2903615,
1586,47400,15,47841.21466,48528.9407,1128.940704,
1587,47425,3,47779.18465,48875.64491,1450.644914,
1588,47458,29,47929.37432,48475.69909,1017.699085,
1589,47492,7,47867.76471,48499.60174,1007.601735,
1590,47515,16,47999.53664,48516.58487,1001.584875,
1591,47537,21,48080.21359,48226.62738,689.6273832,
1592,47566,31,48151.79552,48734.61368,1168.613675,
1593,47591,6,47905.47801,48967.98957,1376.989573,
1594,47619,22,48178.0387,48808.64224,1189.642239,
1595,47650,9,47968.83863,48539.17134,889.1713437,
1596,47678,23,48196.66889,49106.80932,1428.809315,
1597,47702,12,48329.61868,48492.25016,790.2501636,
1598,47729,11,48191.54293,48608.30026,879.3002562,
1599,47757,8,48300.99783,48565.26917,808.2691653,
1600,47788,21,48344.6515,48902.8883,1114.888298,
1601,47816,5,48461.40375,48904.5403,1088.540297,
1602,47844,13,48442.69797,48820.07911,976.0791094,
1603,47873,25,48299.63596,49242.95396,1369.953957,
1604,47902,20,48341.48815,49403.42869,1501.428687,
1605,47941,17,48746.96698,49368.26106,1427.261061,
1606,47968,4,48616.79697,49621.74609,1653.746088,
1607,48000,5,48487.74298,48985.58756,985.5875623,
1608,48023,0,48583.34551,49538.93982,1515.939825,
1609,48055,1,48524.86619,49321.78121,1266.781211,
1610,48078,12,48654.88165,49589.5443,1511.544303,
1611,48104,2,48564.52253,49004.41456,900.4145615,
1612,48132,2,48574.89294,49290.18156,1158.181561,
1613,48151,24,48626.98867,49438.51809,1287.518092,
1614,48176,8,48584.29546,49436.54352,1260.543515,
1615,48208,29,48648.44167,49324.60321,1116.603215,
1616,48228,16,48579.19478,49788.00418,1560.004185,
1617,48258,7,48737.20645,49222.37944,964.3794387,
1618,48287,6,49021.0273,49998.85227,1711.852273,
