Order Index,Order-in Time,Rider Index,Rider Arrives at Restaurant,Order Delivered Time,Waiting Time,DT
2483,74139,1,74611.90293,74823.7141,684.7140977,
2484,74164,23,74411.19628,74656.21546,492.2154587,
2485,74191,5,74462.34664,74918.10829,727.1082912,
2486,74218,3,74606.28757,75698.8488,1480.848798,
2487,74246,11,74532.15031,74783.24809,537.24809,
2488,74275,13,74706.69718,74913.54203,638.5420282,
2489,74306,22,74493.94946,75364.51627,1058.516268,
2490,74335,21,74700.55349,74901.00302,566.0030239,
2491,74383,27,74710.58113,75339.71292,956.712917,
2492,74410,2,74486.94154,75320.34316,910.343156,
2493,74436,25,75001.38673,75757.53817,1321.538167,
2494,74461,31,74715.02559,74873,412,
2495,74497,19,74629.98731,75259.11179,762.1117863,
2496,74517,4,74686.97107,75859.76726,1342.767262,
2497,74547,31,74616.53881,75355.9806,808.9805978,
2498,74570,7,74580.77033,75165.06097,595.0609665,
2499,74591,11,74905.26899,75138.8512,547.8511958,
2500,74610,6,74780.77507,75526.45143,916.451431,
2501,74650,1,74973.94725,75604.96082,954.960823,
2502,74680,0,74906.49534,76204.77257,1524.772569,
2503,74713,2,74817.31765,75666.30683,953.3068302,
2504,74743,23,74823.70936,75962.15439,1219.154389,
2505,74770,5,75004.77794,76163.78971,1393.789706,
2506,74797,9,74940.10835,75891.72193,1094.721931,
2507,74829,15,75199.09458,75549.83077,720.8307725,
2508,74862,29,75013.42655,75976.94,1114.939998,
2509,74902,13,74996.10715,75433.29949,531.2994943,
2510,74943,16,75078.79396,75471.00362,528.0036231,
2511,74982,30,75221.30942,75752.38007,770.3800731,
2512,75008,17,75232.77483,75789.39821,781.398208,
2513,75051,12,75135.43341,75792.81387,741.8138712,
2514,75078,11,75340.60617,75566.43272,488.4327181,
2515,75107,7,75281.62247,75737.16728,630.1672791,
2516,75135,21,75386.57504,76210,1075,
2517,75164,24,75339.50499,75998.02027,834.0202698,
2518,75195,14,75390.56329,76537.65996,1342.65996,
2519,75220,28,75449.63014,76013.34724,793.3472449,
2520,75241,20,75492.38218,76267.03852,1026.038521,
2521,75271,13,75501.3142,75999.15455,728.1545482,
2522,75306,27,75684.97224,76717.64055,1411.640546,
2523,75334,30,75531.04823,75985.36058,651.3605774,
2524,75371,31,75610.20911,76574.41564,1203.415638,
2525,75404,28,75947.78686,77101.11405,1697.114055,
2526,75436,11,75611.15515,76064.80661,628.8066065,
2527,75467,19,75806.4849,76378.78923,911.7892295,
2528,75491,15,75735.73046,75950.77105,459.7710542,
2529,75518,12,75881.02796,76212.32485,694.3248522,
2530,75544,1,75799.44733,76644.07869,1100.078686,
2531,75567,25,75863.85844,76806.87495,1239.874955,
2532,75603,16,75799.32881,76093.2447,490.2447006,
2533,75632,6,75861.09387,76714.02673,1082.026734,
2534,75668,4,75873.22089,77076.85432,1408.854319,
2535,75708,15,76198.60468,76617.63809,909.6380868,
2536,75740,21,76111.69753,77028.9276,1288.927605,
2537,75769,2,75861.19544,76434.57395,665.5739465,
2538,75798,24,76158.86248,76966.21553,1168.215527,
2539,75834,29,75981.1224,76354.03461,520.0346108,
2540,75861,23,76117.40008,76987.04619,1126.046194,
2541,75902,13,76188.83322,76670.86717,768.8671677,
2542,75925,17,76279.00565,76761.30595,836.3059489,
2543,75957,16,76357.632,77205.61136,1248.611364,
2544,75993,30,76207.55302,76883.4418,890.4418048,
2545,76015,5,76418.94652,77073.42997,1058.429967,
2546,76045,2,76668.41755,77494.74558,1449.745577,
2547,76072,11,76161.40358,76869.07862,797.0786165,
2548,76101,14,76601.74757,77234.41311,1133.413113,
2549,76129,7,76352.27114,77308.93228,1179.932276,
2550,76154,19,76560.36732,76846.83982,692.8398204,
2551,76186,12,76457.86507,77400.27535,1214.275352,
2552,76205,29,76652.12548,77601.30385,1396.303852,
2553,76238,8,76909.24139,77857.99636,1619.996361,
2554,76266,6,76910.67843,77634.95754,1368.957544,
2555,76303,3,76778.00421,77522.04722,1219.04722,
2556,76332,31,76873.84973,77107.66499,775.6649945,
2557,76362,1,76973.87408,77979.72344,1617.72344,
2558,76386,22,76907.27728,76998.98333,612.9833296,
2559,76413,22,77210.0069,77586.75748,1173.757481,
2560,76445,9,76635.85073,77176.08797,731.0879652,
2561,76475,26,76746.49401,77509.87286,1034.872856,
2562,76514,26,76899.05194,77314.48752,800.487515,
2563,76547,26,76735.13825,77613.50647,1066.506467,
2564,76579,15,76750.48763,77383.77769,804.7776886,
2565,76605,17,76667.47735,77132.06566,527.0656625,
2566,76637,26,77100.4704,78135.35107,1498.351065,
2567,76669,9,76839,77952.75612,1283.756119,
2568,76694,27,77088.77125,78089.23619,1395.236186,
2569,76722,13,77003.71262,77547.12412,825.1241202,
2570,76757,31,77252.25061,78228.82572,1471.825716,
2571,76779,8,77548.52179,78799.16522,2020.165224,
2572,76802,25,77136.82192,77773.33484,971.3348406,
2573,76833,21,77581.55858,78737.64725,1904.647249,
2574,76865,11,77133.51629,78098.06702,1233.06702,
2575,76899,7,77000.34017,77882.82605,983.8260522,
2576,76923,3,77188.94924,77904.41948,981.4194789,
2577,76965,19,77240.4941,77747.45892,782.458915,
2578,76997,30,77237.46829,77957.09824,960.0982371,
2579,77016,28,77237.06257,78124.92239,1108.922386,
2580,77051,5,77321.27266,77884.92493,833.924925,
2581,77086,16,77334.01814,77663.60064,577.6006397,
2582,77122,17,77248.42717,77857.23726,735.2372604,
2583,77149,24,77422.86493,78006.30932,857.3093194,
2584,77185,14,77518.11718,78161.11135,976.1113518,
2585,77209,22,77468.01737,78378.41837,1169.418373,
2586,77231,23,77583.01847,78052.25051,821.2505072,
2587,77259,15,77740.70345,78257.90164,998.9016396,
2588,77285,29,77688.28086,78582.2827,1297.282701,
2589,77319,12,77881.98066,78853.31788,1534.317879,
2590,77341,13,77612.91862,78266.28723,925.2872254,
2591,77372,2,77610.6809,78171.99634,799.9963388,
2592,77401,30,77919.9958,78882.146,1481.146,
2593,77423,25,77864.72412,78336.40708,913.4070799,
2594,77463,6,77758.1241,78764.63382,1301.633824,
2595,77484,19,77930.53784,78126.37348,642.3734757,
2596,77508,0,78015.07988,78304.08161,796.0816055,
2597,77534,0,78230.09554,78563.8035,1029.803496,
2598,77569,23,77941.09574,78762.83071,1193.830715,
2599,77611,16,77837.5503,78343.59758,732.5975811,
2600,77645,5,78023.63325,78619.06007,974.0600729,
2601,77671,1,78202.03853,79022.78546,1351.785458,
2602,77707,24,78250.31051,78704.61107,997.6110677,
2603,77733,9,77903.86742,78815.35413,1082.35413,
2604,77752,3,78012.61157,78630.21138,878.2113759,
2605,77779,17,78073.85213,78999.55435,1220.554348,
2606,77815,7,77993.28872,79115.13835,1300.138346,
2607,77839,27,78242.96972,78981.64837,1142.648367,
2608,77864,0,78246.80577,78692.31922,828.3192241,
2609,77904,2,78269.16629,78924.22417,1020.224168,
2610,77929,14,78356.17032,79514.22557,1585.225571,
2611,77946,31,78651.8269,79525.60776,1579.607763,
2612,77977,25,78509.47932,79377.77641,1400.776407,
2613,78006,11,78445.70714,78887.03308,881.0330805,
2614,78042,19,78358.23766,78968.4133,926.413297,
2615,78080,5,78633.09574,79595.11894,1515.118944,
2616,78104,15,78487.242,78995.443,891.4430041,
2617,78126,22,78574.15217,79223.69678,1097.696782,
2618,78161,26,78687.38009,79241.6589,1080.658902,
2619,78188,28,78415.52802,79347.53817,1159.538173,
2620,78223,13,78817.83051,78963.07858,740.0785784,
2621,78262,16,78663.65383,79722.85993,1460.859933,
2622,78284,29,78754.41346,79747.60199,1463.60199,
2623,78324,0,78919.35446,79795.81344,1471.813443,
2624,78358,3,79233.3117,80052.83595,1694.835951,
2625,78384,21,78958.9728,80042.37672,1658.376717,
2626,78416,24,78867.54664,79555.09777,1139.097767,
2627,78445,23,78936.18007,79545.55072,1100.550717,
2628,78476,6,79188.78946,80202.10974,1726.109741,
2629,78517,11,79103.71718,79637.75597,1120.755966,
2630,78558,27,79388.29563,80340.24994,1782.24994,
2631,78595,13,79235.33765,79509.15869,914.158686,
2632,78628,2,79108.08553,79714.20542,1086.205417,
2633,78660,12,79116.80981,79355.47848,695.4784778,
2634,78694,8,78890.75671,80169.5988,1475.598802,
2635,78717,19,79279.4149,79636.04795,919.047949,
2636,78746,9,79117.08249,79863.48026,1117.480258,
2637,78774,7,79507.75011,80311.91738,1537.917385,
2638,78814,30,78928.98615,79549.96969,735.9696854,
2639,78842,15,79381.33548,79952.83088,1110.830878,
2640,78869,26,79703.10031,80893.21165,2024.211647,
2641,78903,1,79404.88492,79958.29898,1055.298978,
2642,78935,28,79427.2226,80292.61911,1357.619114,
2643,78960,22,79518.28972,79720.71547,760.7154719,
2644,78989,24,79648.91141,80377.73156,1388.731561,
2645,79020,12,79642.58995,80294.7662,1274.766198,
2646,79045,4,79647.73045,79904.639,859.6389979,
2647,79083,4,79921.68707,80193.35783,1110.357826,
2648,79111,4,79451.6347,79643.5798,532.5798022,
2649,79143,30,79676.00539,80453.40712,1310.407121,
2650,79164,13,79564.37644,80219.28991,1055.289909,
2651,79203,23,79618.08347,80416.16907,1213.169068,
2652,79232,31,79693.92294,80331.62339,1099.623387,
2653,79268,5,79878.70315,80437.52252,1169.522525,
2654,79296,25,79695.77798,80402.52439,1106.524388,
2655,79324,4,79722.01075,80002.71758,678.7175792,
2656,79360,9,79903.30487,80931.37258,1571.37258,
2657,79396,15,80056.77317,80497.56937,1101.569368,
2658,79426,11,79740.15225,80917.00284,1491.002838,
2659,79453,22,79944.09184,80944.40906,1491.409061,
2660,79471,20,79840.20049,80551.32529,1080.325286,
2661,79490,20,79603.84639,80400.31241,910.3124062,
2662,79515,20,79615.02,80072.69317,557.6931722,
2663,79542,20,80043.02495,80968.6361,1426.636099,
2664,79568,14,79914.22536,80227.02974,659.0297381,
2665,79599,20,80060.40068,81156.32993,1557.329931,
2666,79620,29,80171.06037,80978.84871,1358.848709,
2667,79647,10,80282.02835,80849.20116,1202.201159,
2668,79693,10,80342.84998,80637.87541,944.8754053,
2669,79723,10,80434.5181,81136.01934,1413.019343,
2670,79753,10,79987.79566,81024.09591,1271.095909,
2671,79783,10,80664.09591,81316.01615,1533.016149,
2672,79812,10,80094.08687,80921.78122,1109.781217,
2673,79846,10,80232.35864,81414.49268,1568.492681,
2674,79876,10,80277.06982,80758.34313,882.3431305,
2675,79902,10,80287.0935,80886.11531,984.1153087,
2676,79931,10,80979.75641,81746.70425,1815.704253,
2677,79957,10,80328.603,81565.77413,1608.77413,
2678,79992,3,80291.73551,80876.15108,884.1510793,
2679,80021,16,80338.19395,80915.9802,894.9801976,
2680,80053,19,80149.40021,80771.69439,718.6943869,
2681,80084,4,80443.61229,81260.82145,1176.821454,
2682,80120,28,80408.03142,81430.61978,1310.619783,
2683,80155,21,80468.81842,80905.76031,750.7603082,
2684,80186,14,80325.61733,81000.01061,814.0106131,
2685,80213,13,80424.32893,80818.76544,605.7654447,
2686,80251,0,80427.63805,81158.40603,907.4060301,
2687,80288,19,80498.74234,81069.71003,781.7100266,
2688,80323,2,80339.40122,81583.82145,1260.821451,
2689,80353,7,80504.63773,81280.29135,927.2913549,
2690,80373,8,80576.06649,81451.26884,1078.268843,
2691,80395,6,80489.02127,80961.9548,566.9547965,
2692,80430,31,80476.09772,81268.09039,838.0903927,
2693,80456,24,80667.68373,81788.46538,1332.465384,
2694,80492,25,80757.37709,81237.09013,745.0901294,
2695,80520,15,80858.36223,81700.0057,1180.005696,
2696,80557,27,80943.12045,81494.5153,937.5152966,
2697,80592,30,80814.82953,81485.28918,893.2891813,
2698,80622,3,80951.17774,82269.72719,1647.727185,
2699,80659,23,80775.01724,81211.36379,552.3637891,
2700,80692,5,81046.29084,81617.3737,925.3737013,
2701,80725,6,80946.29885,82074.73369,1349.733692,
2702,80759,14,81072.71181,82395.7064,1636.706397,
2703,80797,0,80886.89994,81838.31022,1041.310218,
2704,80839,13,80892.03772,81938.90281,1099.90281,
2705,80873,16,81158.18766,81553.02758,680.0275849,
2706,80906,26,81154.51962,81564.30766,658.3076592,
2707,80940,21,81008,82141.37722,1201.377224,
2708,80968,2,81039.35416,81613.19012,645.1901213,
2709,80997,9,81246.28899,81819.04282,822.042822,
2710,81022,29,81217.88007,81612.82331,590.8233054,
2711,81057,19,81267.92708,81652.71262,595.7126173,
2712,81094,4,81235.62825,82153.96781,1059.967814,
2713,81115,20,81475.31896,82181.40237,1066.402367,
2714,81138,23,81454.39374,82100.91012,962.9101151,
2715,81163,25,81417.75675,82058.12771,895.1277066,
2716,81192,12,81389.00254,82184.78023,992.7802253,
2717,81224,31,81290.03787,82187.28265,963.2826528,
2718,81254,12,81778.74598,82034.96854,780.9685353,
2719,81286,7,81702.17304,82675.02041,1389.020408,
2720,81318,5,81450.10288,82307.83947,989.8394661,
2721,81340,26,81819.82697,82440.89892,1100.898921,
2722,81366,30,81770.75301,82551.67618,1185.676183,
2723,81408,27,81630.27236,82066.68011,658.6801072,
2724,81439,8,81680.28199,82178.0573,739.0573019,
2725,81467,28,81869.66239,82804.88429,1337.884288,
2726,81500,16,82117.98463,82855.65257,1355.652575,
2727,81529,2,82072.41556,83083.14599,1554.145985,
2728,81558,29,82165.68544,82371.03636,813.0363561,
2729,81589,9,81890.77988,82306.24353,717.2435322,
2730,81615,24,81980.22657,82804.22251,1189.222513,
2731,81635,19,81972.65167,82701.4212,1066.421202,
2732,81661,10,82016.8258,82588.41697,927.4169703,
2733,81697,13,81986.13677,82460.86878,763.8687805,
2734,81728,31,82460.24252,83225.96229,1497.962293,
2735,81754,27,82241.63381,82960.63459,1206.63459,
2736,81781,12,82291.19109,83102.58937,1321.589373,
2737,81812,6,82223.22612,82961.46299,1149.462994,
2738,81848,8,82225.7638,83006.91066,1158.910661,
2739,81880,15,82150.38676,82622.91925,742.9192542,
2740,81901,25,82146.88155,82964.94237,1063.942375,
2741,81938,4,82487.60834,82791.06496,853.0649608,
2742,81967,23,82600.25903,83393.0421,1426.042103,
2743,82003,21,82353.44258,82641.70866,638.7086649,
2744,82039,1,82398.55528,82931.09262,892.0926209,
2745,82076,1,83116.92267,83699.33919,1623.339185,
2746,82104,26,82534.98399,83090.62378,986.6237754,
2747,82138,9,82623.86752,83430.66848,1292.668477,
2748,82169,15,82758.11689,82950.41215,781.412151,
2749,82197,3,82304.44029,83280.16332,1083.163322,
2750,82233,28,82818.50407,83600.28343,1367.283428,
2751,82268,14,82736.03859,83477.60885,1209.608847,
2752,82299,5,82525.73164,83073.92456,774.9245629,
2753,82332,1,82521.9905,83482.58779,1150.587795,
2754,82365,24,83060.70058,83793.97663,1428.976629,
2755,82386,10,82613.41173,83046.70868,660.7086834,
2756,82417,29,82809.59394,83150.5998,733.5998029,
2757,82443,21,82973.91779,83632.5939,1189.593902,
2758,82477,7,82681.68006,83592.55049,1115.550486,
2759,82507,30,82920.70224,83510.56378,1003.56378,
2760,82542,15,83090.32998,83785.1188,1243.118796,
2761,82570,11,82782.46176,83384.1851,814.1851011,
2762,82591,11,83015.1851,83521.37183,930.3718255,
2763,82618,11,82862.80837,83649.05621,1031.056208,
2764,82641,4,82838.91891,83795.11708,1154.117076,
2765,82676,19,83234.94721,84040.61339,1364.613393,
2766,82710,25,83110.44152,84249.38075,1539.380746,
2767,82736,16,82926.88216,83629.7946,893.794601,
2768,82757,26,83298.70309,83796.0362,1039.036204,
2769,82783,2,83191.87041,84186.24976,1403.249764,
2770,82809,13,83219.58982,83984.66759,1175.667593,
2771,82842,20,83210.39245,84114.51006,1272.510057,
2772,82870,5,83417.03533,83561.92966,691.9296648,
2773,82901,29,83332.64712,83675.52286,774.5228638,
2774,82931,14,83642.66944,84272.07022,1341.070217,
2775,82949,5,83583.3306,84148.40358,1199.403582,
2776,82980,0,83518.01487,84529.13108,1549.131085,
2777,82999,10,83217.45996,84019.36467,1020.364671,
2778,83031,0,83491.02845,84537.68946,1506.689463,
2779,83057,6,83712.01908,85004.11389,1947.113894,
2780,83082,8,83183.43471,83837.69933,755.6993301,
2781,83116,12,83795.58958,84491.84887,1375.848873,
2782,83146,20,83686.27636,84685.84413,1539.844131,
2783,83178,3,83936.88625,84240.34959,1062.349589,
2784,83212,31,83821.15134,84449.65114,1237.651139,
2785,83240,27,83550.72979,84154.2032,914.2032049,
2786,83271,22,84073.49735,84933.6671,1662.667103,
2787,83300,22,83886.69413,84358.23628,1058.236279,
2788,83328,11,83747.32624,84471.73392,1143.733918,
2789,83364,16,83846.74435,84353.87461,989.8746103,
2790,83397,28,84082.75312,84435.11656,1038.116565,
2791,83421,13,83811.85323,84317.78369,896.7836916,
2792,83449,15,83917.31562,84767.7983,1318.798305,
2793,83486,22,83864.39032,84564.25743,1078.25743,
2794,83508,9,83889.47346,84649.69475,1141.694752,
2795,83532,23,83973.22217,84501.474,969.4740001,
2796,83547,1,84011.12283,84153.9969,606.996899,
2797,83579,4,83917.11708,84982.45766,1403.457655,
2798,83605,21,83821.19931,84119.69179,514.6917907,
2799,83632,29,83812.76717,84344.92401,712.9240091,
2800,83660,26,84029.67267,84702.865,1042.864996,
2801,83689,8,84128.91587,85008.45168,1319.451682,
2802,83727,27,84098.34171,84797.20703,1070.207028,
2803,83765,1,84232.45876,85057.41685,1292.416849,
2804,83793,24,84019.91467,84573.37745,780.3774508,
2805,83822,5,84399.73802,85399.17126,1577.171262,
2806,83847,10,84073.56799,84577.96479,730.9647897,
2807,83863,7,84093.86793,84730.34683,867.3468341,
2808,83899,19,84311.44914,84718.82339,819.823386,
2809,83931,30,84212.27744,84650.19447,719.1944714,
2810,83961,21,84447.04634,84832.0782,871.0782048,
2811,83989,3,84263.37132,84756.40117,767.4011656,
2812,84024,2,84347.49492,85356.76562,1332.765619,
2813,84054,30,84459.62778,85458.23127,1404.231268,
2814,84080,29,84521.3893,84874.92758,794.9275805,
2815,84104,14,84589.72412,84794.30108,690.3010758,
2816,84140,25,84514.18256,85270.34826,1130.348257,
2817,84167,13,84606.14458,84884.26315,717.2631522,
2818,84187,31,84530.60792,85651.84878,1464.848775,
2819,84220,28,84639.38355,84974.99985,754.9998528,
2820,84247,11,84671.90634,85595.7564,1348.756397,
2821,84270,16,84691.55049,85371.48277,1101.482768,
2822,84302,23,84645.0031,85470.34609,1168.346095,
2823,84334,18,84806.00106,85010.62755,676.6275483,
2824,84356,18,85156.81209,85593.67477,1237.674766,
2825,84381,18,84572.4419,85151.3012,770.3011964,
2826,84408,18,84571.68262,85589.59649,1181.596488,
2827,84438,18,85242.38859,85978.00058,1540.000578,
2828,84470,18,84980.35772,85796.98493,1326.984928,
2829,84488,18,85242.44549,85660.25406,1172.25406,
2830,84514,18,85094.11206,85657.28344,1143.283435,
2831,84537,18,84997.72117,85531.89811,994.8981108,
2832,84572,18,84821.51353,85746.08418,1174.084179,
2833,84603,18,85131.09564,85683.93015,1080.930149,
2834,84630,18,85002.0121,85807.90164,1177.901644,
2835,84656,18,85085.20042,85436.34284,780.3428406,
2836,84685,18,85347.2726,86281.29883,1596.298833,
2837,84711,18,85220.86371,85356.98865,645.9886499,
2838,84737,24,84856.15116,85704.24951,967.2495128,
2839,84771,18,85201.02907,85676.26585,905.2658519,
2840,84813,22,85031.11236,85341.22446,528.2244551,
2841,84832,7,84943.01802,86199.60933,1367.609329,
2842,84862,10,85023.40012,86074.9034,1212.903397,
2843,84881,27,85053.00291,85432.8178,551.8177988,
2844,84923,14,85055.23086,86216.73669,1293.736687,
2845,84952,13,85128.47946,85968.2755,1016.275498,
2846,84984,19,85077.8616,85967.91329,983.9132933,
2847,85009,4,85140.46863,85717.8934,708.8933991,
2848,85039,6,85231.59543,85722.20982,683.2098225,
2849,85068,1,85093.63201,85871.39207,803.3920657,
2850,85104,28,85181.47258,86142.12422,1038.124216,
2851,85130,3,85256.05158,85827.19701,697.1970052,
2852,85155,12,85281.49111,86192.07418,1037.074184,
2853,85186,29,85254,86082.80667,896.8066693,
2854,85221,22,85392.02631,86323.25908,1102.259082,
2855,85244,25,85546.15254,85802.54882,558.5488195,
2856,85278,27,85622.02666,86358.81269,1080.812693,
2857,85319,30,85742.63239,85902.31454,583.3145376,
2858,85346,26,85576.15212,86456.98821,1110.988211,
2859,85370,20,85623.00198,86511.17575,1141.175745,
2860,85405,15,85702.47773,85960.32695,555.3269488,
2861,85440,18,85691.07967,86346.34969,906.3496877,
2862,85464,3,85652.04255,86029.68438,565.6843761,
2863,85495,20,85893.209,86625.74105,1130.741053,
2864,85514,16,85975.46831,86337.51803,823.5180291,
2865,85548,15,85943.32392,86208.8291,660.8290967,
2866,85575,21,85698.55566,86408.41064,833.4106449,
2867,85606,24,85822.91012,86561.17342,955.1734247,
2868,85635,12,86046.88591,86597.44199,962.4419891,
2869,85664,19,86013.78169,86554.23099,890.2309914,
2870,85698,21,85914.92395,86924.83033,1226.830329,
2871,85730,4,86037.61664,86775,1045,
2872,85751,29,85957.26053,86601.05759,850.0575931,
2873,85788,11,86049.09385,86301.48279,513.4827923,
2874,85813,6,85865.20153,86722.95769,909.9576906,
2875,85846,26,85948.77159,86503.66023,657.6602324,
2876,85876,7,86150.35743,86503.53947,627.5394704,
2877,85904,13,86054.09664,87407.72573,1503.725729,
2878,85937,10,86137.41956,86824.74893,887.7489327,
2879,85964,5,86325.56604,87028.49611,1064.496108,
2880,86001,9,86275.24259,87181.10126,1180.101259,
2881,86028,9,86507.50495,86804.27422,776.2742237,
2882,86055,8,86540.09174,87316.54071,1261.540712,
2883,86087,15,86251.05487,86849.07526,762.0752612,
2884,86122,11,86393.47191,86777.23951,655.2395144,
2885,86144,1,86178,87246.06882,1102.068817,
2886,86164,16,86315.54125,86841.81201,677.8120122,
2887,86195,22,86252.27128,87295.64267,1100.642667,
2888,86216,14,86404.44893,87118.1533,902.1532974,
2889,86249,27,86599.64458,86763.2349,514.2348984,
2890,86285,18,86533.129,87020.91328,735.9132839,
2891,86313,7,86628.87937,87107.27693,794.276934,
2892,86337,5,86790.6689,87594.27523,1257.275229,
2893,86368,26,87006.58913,88020.05152,1652.051516,
2894,86391,20,86727.81945,87249.93755,858.9375516,
2895,86423,10,86808.6325,87538.34576,1115.345764,
2896,86452,8,86653.12185,87478.83985,1026.839854,
2897,86486,24,86635.11658,87557.16393,1071.163926,
2898,86519,29,86931.34535,87774.59445,1255.594446,
2899,86546,21,86958.24338,88299.75222,1753.752223,
2900,86574,25,86756.85787,87219.0549,645.0548961,
2901,86607,6,87093.7864,87393.45455,786.4545506,
2902,86639,25,87150.00294,87421.4509,782.4509046,
2903,86669,28,87239.02456,88160.5369,1491.536905,
2904,86691,11,87289.09761,88084.06239,1393.062392,
2905,86724,15,86885.47494,87745.42685,1021.426854,
2906,86758,4,86857.29753,87608.04565,850.0456499,
2907,86796,9,87183.41838,87514.84191,718.8419073,
2908,86823,23,87027.24495,87340.3185,517.3184983,
2909,86838,23,87240.79647,87622.90248,784.9024809,
2910,86873,23,87218.30566,88030.07496,1157.074964,
2911,86914,12,87000.76405,87335.89044,421.8904374,
2912,86940,27,87011.17584,87816.12858,876.1285838,
2913,86974,12,87034.13319,88080.24088,1106.240881,
2914,86999,18,87173.20209,88028.30577,1029.305766,
2915,87026,16,87510.06611,87887.22655,861.2265545,
2916,87055,14,87232.89042,88147.88335,1092.883347,
2917,87076,9,87353.62306,88515.33799,1439.337989,
2918,87115,6,87321.72506,88395.19547,1280.195466,
2919,87144,25,87428.45321,88235.28222,1091.28222,
2920,87168,1,87633.91416,88395.63917,1227.639171,
2921,87188,8,87496.55706,88475.39867,1287.398669,
2922,87217,22,87329.92347,88437.5279,1220.527902,
2923,87241,24,87719.2133,88397.60371,1156.603711,
2924,87271,3,87566.99493,88340.49172,1069.491722,
2925,87301,30,87355.08327,88567.24768,1266.247682,
2926,87333,3,87754.85543,88080.53165,747.5316451,
2927,87365,30,87713.8911,88817.02872,1452.028719,
2928,87394,20,87716.27007,88579.20375,1185.203747,
2929,87415,13,87488.00685,88111.74093,696.740933,
2930,87436,4,87698.02555,88356.6624,920.6624011,
2931,87464,10,87681.9459,88337.30542,873.3054197,
2932,87490,28,87850.64508,88571.6462,1081.646203,
2933,87523,27,87865.1067,88325.11,802.1099953,
2934,87545,5,87796.03251,88831.45998,1286.459979,
2935,87574,29,87991.50457,88842.2389,1268.238896,
2936,87606,15,87921.66533,89074.42898,1468.428984,
2937,87624,0,87896.80213,88862.40085,1238.400849,
2938,87643,0,88233.29484,88539.40593,896.4059325,
2939,87678,0,88151.52508,88380.12517,702.125166,
2940,87714,0,88025.5654,88560.75486,846.7548577,
2941,87740,16,88053.21079,88859.80134,1119.801343,
2942,87757,12,88276.41147,88739.80801,982.8080097,
2943,87787,23,88138.64443,88486.1503,699.1502956,
2944,87821,3,88044.39243,88740.36622,919.3662215,
2945,87850,26,88271.48739,88626.00753,776.0075305,
2946,87878,13,88327.9965,89023.4647,1145.464701,
2947,87902,1,88296.54049,88900.07284,998.0728449,
2948,87936,11,88407.86789,89089.43626,1153.436262,
2949,87963,18,88382.58249,88993.2188,1030.218803,
2950,87997,21,88580.15372,89549.59872,1552.598721,
2951,88025,25,88323.48653,89637.08556,1612.085561,
2952,88059,14,88373.92317,88717.45526,658.4552581,
2953,88089,23,88653.34479,89047.38697,958.3869739,
2954,88118,24,88443.05698,89295.42455,1177.424546,
2955,88148,22,88719.21745,89425.25443,1277.254428,
2956,88179,27,88620.85651,89554.71288,1375.712878,
2957,88213,28,88660.60125,90005.73911,1792.739111,
2958,88233,9,88741.97426,89740.10263,1507.102627,
2959,88261,0,88627.81603,89417.50897,1156.508969,
2960,88295,20,88551.95311,89474.69576,1179.695762,
2961,88328,10,88633.98033,89230.4873,902.4872954,
2962,88356,7,88800.55933,89168.54303,812.5430277,
2963,88382,7,88638.13473,89130.42154,748.4215395,
2964,88420,6,88725.55032,89410.20163,990.2016328,
2965,88449,14,88802.6198,89703.56347,1254.56347,
2966,88486,30,88739.3933,89252.22082,766.2208207,
2967,88513,8,88642.49517,89352.92888,839.9288833,
2968,88540,3,89082.43785,89457.61231,917.6123063,
2969,88572,26,89186.18697,89907.81083,1335.810829,
2970,88600,7,88759.92029,89239.07568,639.0756794,
2971,88627,24,89366.73373,89750.42455,1123.424546,
2972,88664,12,89160.88401,89403.90253,739.9025301,
2973,88695,1,89359.38755,90054.87371,1359.873713,
2974,88718,15,89171.22774,90287.89726,1569.897259,
2975,88750,5,89432.46081,90200.65675,1450.656749,
2976,88781,10,89262.11007,89729.60191,948.601914,
2977,88804,31,89302.9028,89733.06556,929.065556,
2978,88837,31,89429.13934,90097.56585,1260.565852,
2979,88858,31,89187.37061,89624.3509,766.3509001,
2980,88887,31,89359.64892,89444.74298,557.7429839,
2981,88918,18,89494.71457,89834.62632,916.6263192,
2982,88944,11,89309.01996,89680.45616,736.4561615,
2983,88966,29,89601.18501,89755.75862,789.7586195,
2984,88997,13,89137.50417,90121.38066,1124.380657,
2985,89023,16,89573.68412,90158.09237,1135.092368,
2986,89051,30,89624.81309,90516.23684,1465.236839,
2987,89085,23,89659.68774,90060.47946,975.4794578,
2988,89119,31,89451.68593,89596.28033,477.2803325,
2989,89148,8,89368.86259,90380.6534,1232.653399,
2990,89174,20,89611.52047,90259.99312,1085.993118,
2991,89199,12,89688.09437,90394.26409,1195.264088,
2992,89238,0,89511.29063,90520.83278,1282.832779,
2993,89270,7,89719.00445,90059.28669,789.2866901,
2994,89289,25,89694.33065,90679.48115,1390.481146,
2995,89315,3,89796.30538,90622.31031,1307.310312,
2996,89350,24,89862.87453,90407.52191,1057.521906,
2997,89381,31,89911.21048,90609.17679,1228.176793,
2998,89405,11,89959.17466,90584.13018,1179.130183,
2999,89434,6,89549.52056,90259.99312,825.9931192,
3000,89464,27,89746.77797,90754.34551,1290.34551,
3001,89492,4,89716.28776,90234.42304,742.4230412,
