Average Waiting Time_Default(s),Average Waiting Time_Anticipation(s),Difference(s),if Anticipation is better
998.9263450430493,998.7101678036825,0.21617723936685707,1.0
1000.4000219291604,999.3154996178368,1.0845223113235534,1.0
997.4213980346143,997.3405899583162,0.08080807629812625,1.0
1005.9500589688688,1005.1573870692208,0.7926718996479849,1.0
1003.565025115551,1003.3560937789617,0.2089313365892167,1.0
1003.4734041992705,1002.6633684687297,0.8100357305407897,1.0
1002.9320929024079,1003.065861084398,-0.13376818199003537,0.0
1003.1760624183306,1005.0144386766325,-1.838376258301878,0.0
996.6513115597932,994.6947505963851,1.9565609634080374,1.0
991.2085384374061,990.1944122245388,1.014126212867268,1.0
992.2021824293741,992.0084248706028,0.1937575587713809,1.0
988.9898903467841,988.182754054336,0.8071362924481491,1.0
1023.7810733805393,1024.3156637969037,-0.5345904163643809,0.0
994.5444995337166,993.5585527727409,0.9859467609757075,1.0
988.4989457100255,989.207767609791,-0.7088218997654394,0.0
992.7457690258119,991.6140676378975,1.1317013879144042,1.0
1000.6336940380979,1001.9092793054366,-1.2755852673386698,0.0
1003.5106671250295,1003.0701516571362,0.44051546789330587,1.0
998.711683998921,999.655722931541,-0.9440389326200602,0.0
1012.2329768582601,1010.8857162005839,1.3472606576762018,1.0
1012.5557034069906,1013.5597534245143,-1.0040500175236957,0.0
1000.0326405187229,999.7296226547788,0.3030178639440919,1.0
1002.7870614018152,1002.7669188694949,0.020142532320278406,1.0
997.4145491033939,997.6820397916509,-0.2674906882569985,0.0
990.6731200581203,989.0531687322325,1.6199513258877687,1.0
1015.0029842037868,1016.4648879912231,-1.461903787436313,0.0
1002.5593868940239,1003.2068052823354,-0.6474183883115074,0.0
1009.4534032682329,1010.5558725008593,-1.1024692326263903,0.0
1006.5225777394916,1004.2590883890658,2.2634893504257434,1.0
998.0707452767995,998.526965848539,-0.45622057173955,0.0
1005.4816561078527,1004.2733564500905,1.2082996577621543,1.0
994.3218473651218,994.0060092691779,0.3158380959439455,1.0
1014.5875438048079,1013.8760395575368,0.7115042472710229,1.0
983.7423932832953,982.6736609134723,1.0687323698230102,1.0
999.0033000344297,998.8084503414791,0.19484969295058363,1.0
1017.4058411302317,1014.3090924815303,3.0967486487013502,1.0
996.3510058936502,996.4156304336929,-0.06462454004270057,0.0
995.5586406793577,996.4371970220901,-0.878556342732395,0.0
1005.7556245655315,1005.5610720809194,0.1945524846121316,1.0
996.4703694515987,996.7927409274618,-0.3223714758630649,0.0
994.9426854326541,996.4513881804194,-1.5087027477652555,0.0
1000.1442245893634,1000.1513853885062,-0.007160799142866381,0.0
990.1975526091205,989.1249020774782,1.0726505316423527,1.0
1013.7261007977424,1014.0353646943977,-0.30926389665523857,0.0
998.6619252111385,998.222530663958,0.43939454718054094,1.0
1019.5701367713201,1018.4223343811094,1.1478023902106997,1.0
992.4219590999505,991.044315260759,1.377643839191478,1.0
1006.1942299818721,1005.859542370912,0.3346876109601453,1.0
1002.6576193027303,1001.8316610721007,0.825958230629567,1.0
1013.3557758057216,1011.5334020042967,1.8223738014248738,1.0
1010.4051183624272,1010.2215227950027,0.18359556742450422,1.0
1005.9591358424846,1006.3097571452824,-0.35062130279789017,0.0
1006.9989027251119,1006.467592666623,0.5313100584888844,1.0
999.2589945867262,1000.2681749879944,-1.0091804012681678,0.0
989.2790056460129,988.799783047314,0.47922259869892514,1.0
1010.3695614031128,1009.3575416546605,1.0120197484523032,1.0
993.2128919565864,992.8909858521148,0.3219061044716227,1.0
990.5114566563302,989.6097479652133,0.9017086911169372,1.0
1004.1528207189693,1002.708729923384,1.444090795585339,1.0
1002.952721844759,1002.3451225450709,0.6075992996881041,1.0
1015.9023001690877,1016.0259625886281,-0.12366241954043744,0.0
1027.5431323927494,1027.084063373397,0.45906901935245514,1.0
1003.9680456892061,1005.1825384454863,-1.214492756280265,0.0
1015.2370258369809,1014.6498676096038,0.587158227377131,1.0
992.6722757096535,992.5926330365032,0.07964267315026063,1.0
1012.7017841823015,1013.1683746334144,-0.4665904511128929,0.0
1003.013321370933,1005.916229875483,-2.902908504550055,0.0
1008.1802149126091,1008.6278516697381,-0.44763675712897566,0.0
1009.0066143666207,1009.1447310410731,-0.13811667445236253,0.0
1003.9577901646453,1004.3157370140175,-0.35794684937218335,0.0
1004.059209971739,1006.4276642721505,-2.3684543004114857,0.0
993.5354260441984,993.3542383630431,0.18118768115527928,1.0
996.3063983836228,994.9716512038557,1.3347471797670778,1.0
991.8148899973011,991.3613892331498,0.45350076415127205,1.0
1007.378673397217,1005.0979117140392,2.2807616831777295,1.0
1012.2523794875594,1012.1355668760376,0.11681261152182287,1.0
999.5779478132713,999.4039973570239,0.17395045624743943,1.0
995.1783864464793,996.0207151509105,-0.8423287044312247,0.0
1008.8421694872601,1008.717563721649,0.12460576561113612,1.0
1000.7377793711961,1001.4557818084876,-0.7180024372914886,0.0
989.3653315860274,988.431274994356,0.9340565916713786,1.0
997.4437205379423,998.3941986789421,-0.9504781409997349,0.0
1002.2577196417844,1004.3970930395908,-2.1393733978063665,0.0
998.0810181533086,999.196949227076,-1.1159310737673422,0.0
1013.7183152117777,1013.1761228401991,0.5421923715786079,1.0
1004.7985233617285,1003.5478246851728,1.2506986765556576,1.0
1013.5846171699376,1011.8911831992075,1.6934339707300978,1.0
1020.3851236810463,1020.9287787510575,-0.5436550700112548,0.0
992.2537920872296,994.4466147148469,-2.192822627617261,0.0
1006.0836696907801,1006.1437867812089,-0.060117090428775555,0.0
999.0532004850917,999.7551655405515,-0.7019650554598229,0.0
