Average Waiting Time_Default(s),Average Waiting Time_Anticipation(s),Difference(s),if Anticipation is better
994.3577460348613,994.3577460348613,0.0,0.0
995.7588925337826,995.7588925337826,0.0,0.0
990.5203262460684,990.5203262460684,0.0,0.0
982.9303836651218,982.9303836651218,0.0,0.0
998.0616618364597,998.0616618364597,0.0,0.0
979.6035345578389,979.6035345578389,0.0,0.0
996.7209931222154,996.7209931222154,0.0,0.0
984.5916548810245,984.5916548810245,0.0,0.0
986.3115438597073,986.3115438597073,0.0,0.0
981.6391378783436,981.6391378783436,0.0,0.0
997.2967813132645,997.2967813132645,0.0,0.0
992.4698695005271,992.4698695005271,0.0,0.0
997.1502284054142,997.1502284054142,0.0,0.0
992.7973932430207,992.7973932430207,0.0,0.0
995.3756342514386,995.3756342514386,0.0,0.0
985.6704948069172,985.6704948069172,0.0,0.0
982.9602413162105,982.9602413162105,0.0,0.0
993.6883680217795,993.6883680217795,0.0,0.0
1001.8134466972907,1001.8134466972907,0.0,0.0
978.9430537849919,978.9430537849919,0.0,0.0
994.1539122954506,994.1539122954506,0.0,0.0
988.8901998781157,988.8901998781157,0.0,0.0
992.3256664399598,992.3256664399598,0.0,0.0
998.5659213188377,998.5659213188377,0.0,0.0
997.846325035337,997.846325035337,0.0,0.0
980.193377990635,980.193377990635,0.0,0.0
993.5522499491263,993.5522499491263,0.0,0.0
988.735452693367,988.735452693367,0.0,0.0
987.8479590208923,987.8479590208923,0.0,0.0
981.4785765604894,981.4785765604894,0.0,0.0
996.0108499483379,996.0108499483379,0.0,0.0
995.4012183388111,995.4012183388111,0.0,0.0
987.8992495379912,987.8992495379912,0.0,0.0
995.0620163425164,995.0620163425164,0.0,0.0
985.7147259755624,985.7147259755624,0.0,0.0
991.4164266840069,991.4164266840069,0.0,0.0
981.283702042014,981.283702042014,0.0,0.0
990.2872830024944,990.2872830024944,0.0,0.0
986.6721468515692,986.6721468515692,0.0,0.0
993.2921185737038,993.2921185737038,0.0,0.0
999.068587835145,999.068587835145,0.0,0.0
985.520676526309,985.520676526309,0.0,0.0
992.45968822307,992.45968822307,0.0,0.0
981.0228048455713,981.0228048455713,0.0,0.0
993.7562107004215,993.7562107004215,0.0,0.0
995.3776027816632,995.3776027816632,0.0,0.0
985.7361941258856,985.7361941258856,0.0,0.0
986.1478273139375,986.1478273139375,0.0,0.0
994.0164350384457,994.0164350384457,0.0,0.0
987.3959785304208,987.3959785304208,0.0,0.0
998.520779856775,998.520779856775,0.0,0.0
989.6130108990835,989.6130108990835,0.0,0.0
991.9584755287468,991.9584755287468,0.0,0.0
980.0630603898668,980.0630603898668,0.0,0.0
994.2999032885648,994.2999032885648,0.0,0.0
980.961926468631,980.961926468631,0.0,0.0
982.835169778305,982.835169778305,0.0,0.0
990.3240089611942,990.3240089611942,0.0,0.0
977.4134607568519,977.4134607568519,0.0,0.0
977.3718183063985,977.3718183063985,0.0,0.0
994.9469998261737,994.9469998261737,0.0,0.0
998.82679977598,998.82679977598,0.0,0.0
992.3508277267019,992.3508277267019,0.0,0.0
991.6829378562011,991.6829378562011,0.0,0.0
993.1126014952991,993.1126014952991,0.0,0.0
991.0726573018505,991.0726573018505,0.0,0.0
990.5585759879175,990.5585759879175,0.0,0.0
985.7914596213818,985.7914596213818,0.0,0.0
1007.3649681038114,1007.3649681038114,0.0,0.0
986.5758542866625,986.5758542866625,0.0,0.0
989.1208851468624,989.1208851468624,0.0,0.0
998.2294271072534,998.2294271072534,0.0,0.0
992.1125527964265,992.1125527964265,0.0,0.0
988.4440949822707,988.4440949822707,0.0,0.0
980.5015725241936,980.5015725241936,0.0,0.0
980.1597568569531,980.1597568569531,0.0,0.0
992.5484127264062,992.5484127264062,0.0,0.0
992.8511599285852,992.8511599285852,0.0,0.0
988.8883206441074,988.8883206441074,0.0,0.0
989.2653249317638,989.2653249317638,0.0,0.0
983.0139006067254,983.0139006067254,0.0,0.0
986.5602050036987,986.5602050036987,0.0,0.0
992.7959464027549,992.7959464027549,0.0,0.0
990.1279786762863,990.1279786762863,0.0,0.0
986.2602052330514,986.2602052330514,0.0,0.0
987.3185401810601,987.3185401810601,0.0,0.0
997.0347015237916,997.0347015237916,0.0,0.0
996.3364383653446,996.3364383653446,0.0,0.0
992.7403514735252,992.7403514735252,0.0,0.0
995.9042894110061,995.9042894110061,0.0,0.0
984.0482649764224,984.0482649764224,0.0,0.0
1004.4992861717483,1004.4992861717483,0.0,0.0
984.0665502325112,984.0665502325112,0.0,0.0
984.7098026016624,984.7098026016624,0.0,0.0
976.3480400348474,976.3480400348474,0.0,0.0
994.1729383357311,994.1729383357311,0.0,0.0
982.54752459136,982.54752459136,0.0,0.0
987.9107129853944,987.9107129853944,0.0,0.0
992.2387206508191,992.2387206508191,0.0,0.0
1003.1418279871328,1003.1418279871328,0.0,0.0
990.0533579966243,990.0533579966243,0.0,0.0
