Average Waiting Time_Default(s),Average Waiting Time_Anticipation(s),Difference(s),if Anticipation is better
978.8297024505825,979.4127161588461,-0.5830137082635929,0.0
1001.1200879357173,1000.3112334374906,0.8088544982266512,1.0
996.500086216675,996.8449434172634,-0.3448572005884216,0.0
1001.1180709450699,1002.9414090036977,-1.823338058627769,0.0
1005.0304769327167,1005.4410283586027,-0.4105514258859557,0.0
1007.3486051775748,1007.4789383979355,-0.1303332203607397,0.0
1017.1746603315927,1015.5942994779716,1.5803608536210731,1.0
998.8583753283106,999.2351839166291,-0.37680858831856767,0.0
1004.1194360234994,1001.477362832471,2.6420731910283166,1.0
1014.5679598597103,1015.2555020327936,-0.6875421730833295,0.0
1012.988550423853,1015.1920277963162,-2.203477372463226,0.0
997.3346877917068,997.9660634199786,-0.6313756282718259,0.0
1007.873448514234,1008.0037416374629,-0.1302931232288529,0.0
1022.0894747921087,1021.2867989874971,0.8026758046115674,1.0
1004.1938145051766,1001.4816526917178,2.712161813458806,1.0
987.2517066072805,987.1166854531338,0.13502115414678428,1.0
1003.8052645194296,1004.1110248149846,-0.30576029555504647,0.0
1008.0467801222958,1006.9725777990802,1.0742023232155589,1.0
1013.8812191625,1013.5956707911133,0.28554837138665334,1.0
987.175284590988,987.446954913107,-0.2716703221190073,0.0
1007.0560315021077,1005.5605306219488,1.4955008801588292,1.0
1017.2059697431345,1015.8002959221914,1.4056738209430932,1.0
1009.2255554193705,1007.417010864821,1.808544554549485,1.0
1012.8765688571447,1012.4703374170742,0.4062314400704281,1.0
1004.7412261881902,1004.8004150556761,-0.059188867485886476,0.0
1007.5055895663481,1006.2751899320036,1.2303996343445078,1.0
1002.5445231563282,1002.7482375500894,-0.2037143937611745,0.0
1007.6850529022832,1007.1415374372663,0.5435154650169807,1.0
1001.03507393465,1001.6656466652338,-0.6305727305838218,0.0
1008.3498497698522,1008.8731988030993,-0.5233490332470865,0.0
1007.8889814071619,1006.0539497968871,1.8350316102747684,1.0
988.0532401554997,989.1329878942812,-1.0797477387815206,0.0
1020.11441207827,1018.8494811826467,1.2649308956232517,1.0
1005.0195538561695,1003.5596566848968,1.4598971712727007,1.0
994.9841950376148,993.9942307467142,0.9899642909006161,1.0
1014.6583073055019,1014.6618605525695,-0.0035532470675434524,0.0
1004.0803561552,1003.3418654065327,0.7384907486672319,1.0
1002.6083082003677,1001.2031727572602,1.405135443107497,1.0
986.2879088266734,987.1528423364654,-0.8649335097919675,0.0
985.9201982094264,984.6481095787273,1.2720886306991588,1.0
992.1949132205408,991.0993625539926,1.0955506665482062,1.0
992.237827221238,991.7001799665996,0.5376472546383866,1.0
1007.4046090509203,1007.3854178322612,0.01919121865910256,1.0
1005.6500785701106,1007.1365737294996,-1.4864951593889373,0.0
986.5494023540654,985.4937586615699,1.0556436924954369,1.0
1005.3839941599011,1006.7789990628196,-1.3950049029184584,0.0
1006.2553759297118,1009.0627355406394,-2.8073596109276195,0.0
996.1430785667053,994.6654874225187,1.47759114418659,1.0
1009.7601831341626,1008.6277810884055,1.1324020457570896,1.0
1008.929279616155,1009.1655385218803,-0.2362589057253217,0.0
995.8285265512189,995.6844230143261,0.14410353689288513,1.0
995.7604215751446,994.3332998367293,1.4271217384152806,1.0
1003.6443513227368,1002.5409604528318,1.1033908699050698,1.0
995.2621478659387,995.1135361724117,0.14861169352695924,1.0
1026.109941858164,1025.4467419544965,0.6631999036674188,1.0
982.9209002179914,983.8860524420005,-0.9651522240091026,0.0
1020.6580858853615,1018.9089351616965,1.749150723665025,1.0
995.4438350931081,995.0701818178385,0.37365327526958936,1.0
1020.4822833527486,1020.3819594319763,0.10032392077232544,1.0
1006.0923650922688,1006.6166575166936,-0.524292424424857,0.0
998.6376960684455,997.495222326591,1.1424737418544737,1.0
1001.3129039079504,1001.4717520835451,-0.15884817559469866,0.0
1020.5509886647237,1019.549457165825,1.0015314988987711,1.0
1010.960654306165,1010.7421175504634,0.21853675570162068,1.0
998.7668369928527,997.6900758007249,1.076761192127833,1.0
1016.9463857506572,1016.2449775656876,0.7014081849696367,1.0
1003.0956854079951,1003.7979711131101,-0.7022857051149458,0.0
987.5009912617544,987.8602190333783,-0.3592277716238641,0.0
1031.7904181872302,1029.880057001762,1.9103611854682185,1.0
987.4876946714849,987.9981280967856,-0.5104334253007892,0.0
1016.9939315175144,1015.1534152873401,1.8405162301743303,1.0
999.9117153868237,1000.2126228693651,-0.3009074825413336,0.0
1012.5468841469504,1011.7593879066559,0.7874962402945584,1.0
1013.6367777504704,1011.7732901066013,1.8634876438691208,1.0
1002.5347160870082,1003.6629719141214,-1.1282558271132075,0.0
1004.8438605892864,1004.7140550603888,0.12980552889757746,1.0
997.5396150206195,996.9350312828334,0.604583737786129,1.0
987.6377150571107,987.074981475476,0.5627335816346886,1.0
999.632424099367,998.5022874631984,1.1301366361685723,1.0
1005.123233709461,1004.2737077516488,0.8495259578122614,1.0
1004.7091428786202,1007.1784284681006,-2.4692855894803643,0.0
1000.7719426433013,999.5166234595205,1.2553191837807844,1.0
982.6243521864188,984.3554715343514,-1.7311193479325766,0.0
998.1517647344448,998.8746580129883,-0.7228932785435518,0.0
1001.0195905601626,1000.7086851692239,0.3109053909386148,1.0
1003.5267082170681,1003.0418571111087,0.48485110595936476,1.0
1005.5438219666364,1004.2653436314346,1.2784783352018394,1.0
1001.182919397704,1001.4431117804695,-0.2601923827654673,0.0
992.6510824049514,993.2621205501614,-0.6110381452100455,0.0
1013.7298389664293,1014.0609223016637,-0.3310833352344389,0.0
