,1800,3600,5400,7200,9000,10800,12600,14400,16200,18000,19800,21600,23400,25200,27000,28800,30600,32400,34200,36000,37800,39600,41400,43200,45000,46800,48600,50400,52200,54000,55800,57600,59400,61200,63000,64800,66600,68400,70200,72000,73800,75600,77400
66,861.16,1195.2,1610.1,1935.41,2190.2,2486.14,2853.58,3072.52,3469.55,3840.25,4249.67,4527.66,4851.88,5099.12,5361.67,5704.51,5922.01,6256.46,6576.13,6848.51,7131.97,7482.74,7881.92,8296.39,8628.8,8906.26,9145.81,9488.36,9701.29,9933.61,10172.4,10397.19,10750.82,11133.57,11426.75,11668.5,12045.98,12456.47,12772.79,12982.72,,,
67,767.94,920.08,1245.99,1610.24,1971.72,2288.56,2473.84,2827.42,3127.92,3381.67,3653.44,3905.34,4293.6,4646.69,4909.1,5154.99,5416.16,5833.46,6101.03,6596.17,7038.01,7366.29,7722.4,7930.95,8232.18,8406.56,8660.41,8898.61,9225.95,9418.54,9779.94,10119.62,10320.23,10572.02,10864.69,11269.12,11607.18,11814.75,12071.56,12286.31,,,
68,757.28,1159.25,1482.13,1911.77,2233.2,2571.06,2852.38,3127.93,3510.81,3900.94,4150.66,4484.76,4848.52,5141.24,5489.96,5903.71,6332.91,6648.39,6852.69,7031.02,7396.97,7804.82,8216.89,8624.05,8777.35,9138.12,9499.35,9799.38,10058.65,10492.13,10593.52,10812.72,11172.89,11505.96,11701.37,11885.62,12130.64,12422.38,12783.25,13141.0,13534.38,,
69,785.84,934.94,1229.68,1629.77,1848.22,2115.5,2252.86,2656.03,3056.0,3367.97,3575.13,3883.51,4138.74,4487.34,4713.8,5024.48,5278.34,5558.28,5877.38,6208.47,6522.22,6950.72,7272.28,7662.09,7870.5,8206.03,8537.9,8783.6,9029.74,9392.48,9619.22,9999.14,10397.63,10725.18,11097.3,11473.31,11789.09,12205.56,12545.33,12827.18,,,
70,821.38,1052.29,1325.88,1511.29,1642.3,1759.18,1913.76,2057.8,2166.13,2348.48,2536.05,2814.97,2937.06,3054.97,3250.46,3402.12,3496.49,3689.83,3798.94,3864.09,3977.47,3962.85,4156.06,4364.09,4550.88,4650.2,4788.03,4927.32,5030.22,5184.96,5221.12,5388.85,5464.11,5520.53,5728.38,5855.63,6056.67,,,,,,
71,713.81,957.16,1130.53,1263.58,1525.81,1808.87,2052.3,2326.54,2674.97,2981.61,3155.82,3410.19,3608.89,4068.17,4242.14,4646.93,4892.89,5223.95,5361.32,5636.13,5761.52,5919.31,6121.33,6345.11,6655.42,6967.3,7308.08,7576.17,7850.59,8132.39,8551.58,8852.32,9095.65,9352.65,9549.53,9843.34,10154.98,10509.23,10742.58,,,,
72,806.3,1206.92,1567.96,1767.91,2098.6,2350.1,2448.6,2621.22,2865.11,3159.4,3399.65,3583.44,3780.57,4008.21,4135.45,4403.14,4459.08,4666.93,4930.75,5115.22,5330.75,5561.12,5820.74,6092.83,6173.65,6488.55,6733.83,6926.97,7235.78,7444.1,7681.06,7951.63,8029.84,8281.87,8454.48,8750.15,9086.52,9298.42,9607.92,,,,
73,730.9,1072.08,1438.82,1741.82,2062.8,2440.05,2801.33,3091.52,3350.65,3729.35,3981.23,4279.84,4569.86,5052.29,5381.62,5646.07,5947.56,6409.02,6730.35,7025.43,7361.35,7644.24,7934.03,8165.68,8404.99,8612.78,8988.87,9083.04,9387.14,9688.91,9952.86,10213.33,10508.41,10792.23,11239.06,11568.02,11781.91,12156.4,12542.03,12892.07,,,
74,781.0,1026.22,1405.25,1710.11,1998.98,2501.04,2737.23,3023.67,3338.98,3591.57,3932.45,4141.82,4264.26,4517.96,4861.77,5254.71,5477.25,5836.59,6227.42,6412.38,6717.72,7047.81,7329.37,7673.29,7924.62,8311.2,8772.68,9129.83,9644.72,9865.33,10373.16,10703.54,11082.12,11534.85,11923.01,12306.4,12674.01,13073.87,13382.32,13647.7,14062.88,14544.55,
75,785.81,988.65,1318.13,1642.45,2071.95,2327.1,2655.18,3062.76,3369.94,3551.13,3688.03,3918.76,4201.11,4425.25,4691.1,5117.14,5465.53,5687.09,6020.32,6216.08,6506.47,6853.64,7028.84,7358.8,7692.64,8027.04,8349.92,8654.64,8947.55,9279.63,9561.05,9925.81,10276.4,10396.23,10580.01,10873.69,11177.52,11466.83,11787.93,11981.77,,,
76,817.34,1124.14,1467.98,1808.52,2231.61,2637.38,3186.64,3644.49,3933.38,4440.13,4797.06,5189.8,5629.81,5963.03,6461.97,6932.32,7373.9,7715.28,8011.5,8420.18,8856.77,9360.42,9788.36,10086.36,10504.59,10756.83,11206.46,11706.35,12045.05,12434.04,12729.33,13074.8,13435.15,13901.33,14326.46,14782.73,15100.28,15559.81,15864.44,16226.32,16486.65,16983.22,17416.51
77,822.79,943.3,1199.35,1509.39,1747.08,1908.2,2246.62,2408.43,2520.48,2689.27,3028.25,3300.6,3474.45,3652.86,3897.21,4174.99,4391.08,4743.9,4989.19,5275.68,5448.47,5664.86,6087.1,6318.45,6551.48,6738.64,6952.63,7210.17,7462.3,7620.84,7945.99,8268.04,8434.83,8764.85,8908.83,9218.28,9484.69,9630.33,9914.79,,,,
78,749.26,915.23,1343.68,1603.88,2004.52,2136.09,2338.07,2609.94,2768.35,2945.19,3243.64,3578.24,3822.79,4143.92,4476.9,4746.88,4958.69,5217.85,5607.5,5932.77,6053.84,6287.61,6415.69,6804.63,7124.78,7366.65,7599.96,7823.18,8125.08,8327.96,8505.59,8893.89,9023.36,9215.67,9343.43,9562.74,9736.69,9833.68,10139.99,,,,
79,737.93,899.87,1255.98,1552.49,1805.05,2128.79,2455.37,2702.33,2916.68,3157.25,3383.18,3670.26,3968.24,4189.64,4429.14,4615.5,4831.28,5113.69,5365.46,5569.42,5861.68,6250.69,6522.76,6790.08,6985.07,7154.24,7387.24,7577.68,7851.4,8015.72,8213.62,8467.78,8829.04,9157.6,9473.61,9763.16,10001.24,10293.89,10602.86,,,,
80,708.9,850.06,1062.26,1244.68,1544.23,1695.24,1878.2,2036.35,2290.7,2420.42,2570.49,2579.99,2773.57,2978.35,3222.24,3363.12,3594.02,3894.53,4055.25,4164.13,4366.42,4724.09,4885.77,5006.86,5163.11,5414.2,5546.45,5801.13,6108.37,6259.79,6338.53,6624.12,6870.61,7121.34,7173.4,7345.13,7528.31,,,,,,
81,816.25,1037.95,1357.06,1715.3,1970.7,2206.57,2416.6,2667.97,2853.83,3082.1,3252.43,3557.47,3819.23,3957.61,4210.81,4360.1,4498.5,4678.26,5061.54,5311.35,5525.2,5749.63,5986.98,6195.93,6545.4,6866.42,7003.48,7258.34,7530.55,7582.27,7669.63,7864.68,7951.64,8208.05,8254.33,8446.1,8656.04,8920.65,,,,,
82,758.46,1040.89,1374.33,1752.89,2067.98,2350.69,2669.79,3070.96,3401.7,3793.23,4134.44,4294.53,4594.01,4921.59,5208.93,5552.01,5901.38,6265.29,6538.91,6719.58,7081.16,7248.83,7554.65,7795.92,8069.99,8466.57,8794.28,9202.13,9360.59,9565.76,9821.64,10154.79,10350.42,10642.57,11044.64,11396.76,11778.33,11995.55,12391.79,12631.0,,,
83,703.29,1050.62,1254.8,1570.35,1888.88,2231.24,2493.87,2780.65,2878.69,3212.21,3705.02,3971.96,4187.93,4498.05,4815.44,5117.15,5253.77,5589.41,5907.8,6061.34,6312.23,6639.06,6921.91,7140.12,7478.02,7647.96,7807.5,8054.63,8399.59,8651.67,8944.27,9351.58,9639.41,9933.98,10214.21,10579.85,10971.49,11178.15,11415.64,,,,
84,753.91,803.23,904.41,1102.24,1315.46,1633.79,1833.25,2095.84,2281.14,2511.95,2824.12,3051.87,3252.61,3491.85,3641.7,3854.56,4011.66,4224.44,4410.13,4558.82,4770.55,4903.58,5227.06,5431.62,5620.22,5725.58,5901.04,6122.05,6300.73,6476.08,6715.81,7012.28,7135.98,7332.79,7615.17,7796.02,8159.84,8366.5,,,,,
85,742.4,862.83,1222.9,1527.78,1792.29,1957.96,2045.05,2298.79,2486.18,2693.65,3012.94,3307.41,3528.05,3664.47,3900.24,4135.44,4168.65,4316.08,4436.85,4661.56,4911.12,5172.73,5447.98,5703.12,5924.15,6158.05,6456.75,6624.56,6865.16,6980.96,7147.13,7405.25,7587.52,7710.4,7967.4,8106.67,8321.61,8563.16,,,,,
86,758.36,1059.28,1331.99,1710.23,1994.55,2243.88,2670.0,3063.72,3435.39,3775.26,3975.3,4342.21,4585.96,4940.84,5100.77,5383.31,5628.65,5995.25,6254.13,6661.32,6999.24,7345.07,7767.58,8120.48,8613.08,8900.74,9173.95,9381.4,9783.32,10008.55,10438.65,10691.18,10909.22,11194.68,11471.12,11680.6,12038.51,12318.8,12524.76,12857.55,,,
87,749.6,991.09,1280.68,1405.84,1635.68,1765.65,1982.57,2164.82,2441.66,2750.66,2862.65,3053.98,3244.97,3436.51,3647.18,3923.44,4133.25,4326.28,4478.3,4696.3,4948.99,5149.77,5325.75,5560.87,5822.91,6004.95,6237.22,6434.43,6603.19,6771.54,6993.5,7358.06,7494.05,7674.39,7883.93,8055.31,8413.43,8739.85,,,,,
88,725.54,893.77,1026.33,1310.76,1564.14,1786.6,2038.11,2203.92,2377.87,2734.54,2979.57,3215.42,3396.85,3567.59,3855.63,4151.43,4368.3,4584.5,4808.03,5100.08,5420.53,5684.24,5831.67,5983.29,6159.36,6513.32,6783.43,7042.9,7175.23,7395.01,7617.54,7842.26,8059.73,8335.68,8518.51,8842.36,9056.37,9361.8,,,,,
89,703.01,819.31,1007.75,1149.23,1390.94,1577.5,1807.67,2128.11,2401.99,2733.39,2948.4,3059.09,3272.72,3546.88,3796.42,3967.66,4182.85,4574.46,4746.49,5054.29,5299.38,5443.11,5682.78,5875.09,6025.39,6367.8,6500.91,6672.28,6851.45,7161.16,7344.89,7478.15,7561.86,7789.18,7979.0,8285.63,8658.35,8972.89,,,,,
90,791.86,1018.29,1401.8,1743.1,1894.67,2200.33,2576.95,2919.45,3163.96,3437.48,3788.68,4181.08,4513.3,4845.45,5194.12,5527.79,5979.86,6255.19,6744.89,7096.15,7515.89,7784.19,8067.31,8392.9,8649.53,8942.48,9269.71,9536.48,10029.13,10212.58,10538.34,10903.0,11172.85,11463.03,11750.66,11987.72,12318.11,12490.77,12771.76,12995.99,13324.18,,
91,841.23,1165.4,1460.0,1902.89,2138.59,2280.02,2417.7,2628.09,2829.55,3249.05,3397.03,3715.04,4033.28,4389.06,4703.85,5134.87,5565.2,5831.85,6220.47,6487.17,6846.09,7167.94,7578.84,7960.08,8162.47,8546.03,9039.12,9304.44,9597.38,9728.13,9992.03,10162.41,10456.25,10783.74,10864.45,11173.34,11485.5,11794.56,12090.53,12421.32,,,
92,768.27,1158.44,1499.8,1719.27,2029.1,2326.45,2709.59,3081.54,3407.0,3899.88,4201.97,4558.63,4814.6,5194.42,5541.98,5859.85,6222.47,6449.83,6882.93,7300.91,7671.69,7948.77,8334.42,8666.14,8982.14,9132.7,9353.05,9681.4,9987.22,10202.56,10321.53,10527.71,10762.03,11063.61,11439.19,11846.28,12103.1,12512.18,12885.05,13095.4,13431.28,,
93,791.76,963.46,1105.13,1275.97,1491.28,1721.3,1987.88,2269.67,2467.12,2697.33,3073.54,3364.59,3441.5,3509.29,3716.89,3855.19,4068.91,4275.35,4481.66,4548.75,4818.68,5054.07,5212.26,5422.27,5609.55,5816.31,6116.69,6228.24,6464.43,6820.81,7031.8,7402.93,7627.51,7917.14,8099.35,8365.75,8660.73,8907.78,,,,,
94,789.49,1051.19,1305.88,1590.65,1709.61,1982.72,2223.33,2457.45,2741.28,2892.59,3101.79,3428.6,3683.51,3940.42,4256.92,4554.09,4691.06,5037.81,5256.41,5519.95,5845.1,6181.97,6444.59,6570.3,6793.4,7078.98,7364.96,7682.03,7918.55,8243.33,8378.2,8454.3,8578.32,8762.47,8863.34,9019.36,9246.62,9413.77,,,,,
95,761.33,1006.26,1261.03,1580.06,1917.68,2228.81,2506.43,2518.08,2881.48,3142.05,3454.24,3621.5,3926.55,4179.04,4466.2,4791.74,5053.17,5340.69,5657.61,5961.35,6124.86,6284.46,6357.16,6637.11,6737.09,6985.11,7336.2,7693.1,7834.13,8097.09,8464.18,8651.99,8932.47,9272.38,9367.12,9495.46,9777.51,9975.57,10203.87,,,,
96,747.04,921.7,1293.58,1494.79,1600.88,1776.08,1922.98,2037.16,2375.56,2596.97,2929.92,3123.29,3286.9,3411.04,3631.63,3864.85,4174.88,4392.41,4617.12,4947.39,5135.81,5344.55,5537.01,5676.42,6064.07,6342.62,6515.51,6801.31,7031.26,7127.32,7325.83,7448.94,7850.49,7976.66,8167.94,8369.63,8654.26,8697.24,,,,,
97,707.29,1024.1,1401.9,1700.75,1885.03,2035.44,2329.18,2587.46,2836.09,3081.92,3356.88,3725.24,3966.63,4327.63,4467.47,4687.61,4983.23,5257.35,5545.66,5746.92,6045.16,6386.52,6664.44,6933.06,7151.44,7419.65,7662.07,8021.84,8316.85,8560.27,8836.28,9243.01,9679.61,10113.37,10394.47,10710.09,10830.22,11152.24,11372.62,,,,
98,849.4,1071.62,1394.34,1540.67,1764.76,1945.17,2134.78,2309.89,2472.01,2625.63,2837.42,3192.19,3339.89,3459.44,3771.41,3965.69,4236.56,4388.65,4497.54,4758.71,4851.22,5127.85,5332.95,5635.68,5798.28,6044.48,6347.81,6549.61,6635.91,6774.54,7040.27,7292.56,7605.44,7810.99,8014.16,8218.3,8446.23,8741.89,,,,,
99,734.56,939.84,1161.96,1280.39,1529.8,1669.49,2059.21,2425.6,2719.64,2939.78,3225.07,3441.37,3659.21,3964.25,4075.12,4293.32,4610.8,4845.03,5137.29,5251.37,5523.79,5782.74,6182.27,6333.3,6658.19,6951.72,7231.41,7436.7,7669.08,8019.14,8307.94,8579.08,8832.36,8977.06,9263.18,9358.67,9607.08,9916.07,,,,,
