Order Index,Order-in Time,Rider Index,Rider Arrives at Restaurant,Order Delivered Time,Waiting Time,DT,Time taken before delivery
0,36,4,192.16017418023074,810.4360025934075,774.4360025934075,618.2758284131767,156.1601741802308
1,60,8,168.04628637764466,539.2295295339056,479.22952953390563,371.18324315626097,108.04628637764466
2,92,9,115.76972864800942,698.2643638164374,606.2643638164374,582.494635168428,23.76972864800939
3,116,15,472.14042174400817,1239.1410736342136,1123.1410736342136,767.0006518902055,356.1404217440081
4,149,6,269.1082844769669,739.096582203623,590.096582203623,469.9882977266561,120.1082844769669
5,178,3,463.0350855596553,1458.890998832253,1280.890998832253,995.8559132725977,285.0350855596553
6,198,19,400.3561217260303,814.1737143921711,616.1737143921711,413.81759266614074,202.35612172603032
7,219,10,320.3558089109845,683.4673620182906,464.4673620182906,363.1115531073061,101.35580891098448
8,246,16,336.0888450364417,946.4338294509938,700.4338294509938,610.3449844145521,90.08884503644174
9,275,18,564.8344354972335,902.0969445313685,627.0969445313685,337.26250903413506,289.83443549723347
10,310,13,756.8388971430307,1723.533264562227,1413.533264562227,966.6943674191963,446.83889714303075
11,336,17,410.4311762637136,898.3461278690113,562.3461278690113,487.9149516052977,74.43117626371361
12,355,5,805.8891216252616,1369.0604987388363,1014.0604987388363,563.1713771135746,450.8891216252616
13,387,1,1010.852546680704,1849.0726848305817,1462.0726848305817,838.2201381498777,623.852546680704
14,430,11,528.2344135219425,1214.2810591663915,784.2810591663915,686.046645644449,98.23441352194254
15,460,14,844.3461981079038,1462.3235439710024,1002.3235439710024,617.9773458630987,384.3461981079038
16,492,2,793.4000663569934,1170.028530496389,678.0285304963891,376.62846413939565,301.4000663569934
17,518,0,1051.3104161742954,1839.1809639167527,1321.1809639167527,787.8705477424573,533.3104161742954
18,544,8,707.9573115173581,1513.1069870435922,969.1069870435922,805.1496755262341,163.9573115173581
19,579,12,1058.7666099261182,1672.5328520737294,1093.5328520737294,613.7662421476111,479.76660992611824
20,602,7,1474.1123780797977,1641.7429242222,1039.7429242222,167.63054614240218,872.1123780797977
21,626,10,1015.1253183528252,1556.3359982178845,930.3359982178845,541.2106798650593,389.12531835282516
22,651,9,1487.5127404381444,1865.8512132373035,1214.8512132373035,378.33847279915904,836.5127404381444
23,689,6,910.5025330921496,1549.0524528321807,860.0524528321807,638.5499197400311,221.50253309214963
24,721,4,1254.6183975619608,1960.2528638403592,1239.2528638403592,705.6344662783983,533.6183975619608
25,751,19,1266.3440362842653,1705.2016441709234,954.2016441709234,438.8576078866581,515.3440362842653
26,784,17,1006.5866008908897,1449.7942271790664,665.7942271790664,443.2076262881767,222.5866008908897
27,821,18,986.4118305242939,1720.1215824016967,899.1215824016967,733.7097518774028,165.41183052429392
28,851,16,1581.2353732424374,1864.6167417196189,1013.6167417196189,283.38136847718147,730.2353732424374
29,885,2,1632.9637311454649,2204.7757631979566,1319.7757631979566,571.8120320524918,747.9637311454649
30,919,11,1657.9611240780348,1927.325189981414,1008.325189981414,269.36406590337924,738.9611240780348
31,950,15,2419.505847761263,2976.820839484974,2026.820839484974,557.314991723711,1469.5058477612629
32,975,5,1783.0713681613672,2098.063431553447,1123.0634315534471,314.9920633920799,808.0713681613672
33,1006,17,2288.4336014037685,3023.42475781315,2017.4247578131499,734.9911564093813,1282.4336014037685
34,1032,3,2388.4398141184647,2698.052475358279,1666.052475358279,309.6126612398143,1356.4398141184647
35,1065,14,2188.3077035778083,2839.007327060103,1774.0073270601029,650.6996234822946,1123.3077035778083
36,1089,8,1972.6807025670107,2949.995902489738,1860.995902489738,977.3151999227273,883.6807025670107
37,1128,6,2434.4817272522214,3347.613152623181,2219.613152623181,913.1314253709597,1306.4817272522214
38,1160,10,2224.3315071848237,2248.101235832833,1088.101235832833,23.769728648009277,1064.3315071848237
39,1194,7,2522.9511856451168,3252.6476979020963,2058.6476979020963,729.6965122569795,1328.9511856451168
40,1228,12,2407.4131144294415,3498.6747695791128,2270.6747695791128,1091.2616551496712,1179.4131144294415
41,1253,19,2729.0204758008167,3542.674579213317,2289.674579213317,813.6541034125003,1476.0204758008167
42,1284,18,2492.3553552969256,3464.061586624069,2180.061586624069,971.7062313271435,1208.3553552969256
43,1323,13,2355.312498155735,3152.8568542889843,1829.8568542889843,797.5443561332495,1032.3124981557348
44,1360,0,2762.466943448555,3451.7636865135432,2091.7636865135432,689.2967430649883,1402.466943448555
45,1390,1,2596.63539123052,3574.948735716835,2184.948735716835,978.3133444863151,1206.6353912305199
46,1430,16,2041.8171931863124,2434.292670127229,1004.292670127229,392.4754769409167,611.8171931863124
47,1458,9,2072.853628682148,2674.24285372696,1216.2428537269602,601.3892250448121,614.8536286821482
48,1486,11,2427.5021586634994,3214.8172163119607,1728.8172163119607,787.3150576484613,941.5021586634994
49,1515,4,2425.020547742758,2598.1390042978,1083.1390042978,173.11845655504203,910.020547742758
50,1549,5,2291.1903328385865,2485.8310274530477,936.8310274530477,194.64069461446115,742.1903328385865
51,1572,2,2808.577055015058,3067.839470339763,1495.839470339763,259.2624153247052,1236.5770550150578
52,1602,10,2844.1087861205788,3381.2493636233403,1779.2493636233403,537.1405775027615,1242.1087861205788
53,1637,16,2683.011386753059,2755.122412262339,1118.122412262339,72.1110255092799,1046.011386753059
54,1670,5,2943.0968144959884,3040.143195160081,1370.1431951600812,97.0463806640928,1273.0968144959884
55,1702,4,3419.8019522271807,4058.4794921485404,2356.4794921485404,638.6775399213598,1717.8019522271807
56,1739,9,3249.019332020914,3663.382699127612,1924.3826991276119,414.36336710669775,1510.0193320209141
