mean,std,max,min
66.66666666666667,17.909649788746723,89,13
66.66666666666667,11.091538316312223,76,24
66.66666666666667,5.545769158156112,75,54
66.66666666666667,9.052930771609576,77,33
66.66666666666667,15.168681184891748,80,11
66.66666666666667,13.687788556065422,85,27
66.66666666666667,10.293471501663351,82,41
66.66666666666667,10.454132622503357,83,31
66.66666666666667,14.976277537789185,85,19
66.66666666666667,16.551602809261574,81,13
66.66666666666667,12.340538435939045,78,19
66.66666666666667,13.29243728173614,84,17
66.66666666666667,4.292111627418632,74,54
66.66666666666667,5.587684871413403,75,54
66.66666666666667,9.133576639095017,77,31
66.66666666666667,9.004936917540782,81,44
66.66666666666667,5.153208277913436,82,51
66.66666666666667,9.310686810804501,78,37
66.66666666666667,14.752024343195146,77,6
66.66666666666667,15.367353563823393,85,19
66.66666666666667,8.502287273956867,77,30
66.66666666666667,22.595476440109767,88,2
66.66666666666667,13.572848714334889,82,23
66.66666666666667,12.843502464497586,80,18
66.66666666666667,14.434526509572647,84,27
66.66666666666667,13.604737736865378,77,4
66.66666666666667,6.67499479816693,77,52
66.66666666666667,11.88930425027283,78,14
66.66666666666667,15.484041964408245,81,0
66.66666666666667,8.24755856130905,80,36
