mean,std,max,min
66.66666666666667,5.262023269512297,77,52
66.66666666666667,10.460507742085095,76,29
66.66666666666667,12.501555458777476,82,28
66.66666666666667,13.334999895846353,80,11
66.66666666666667,5.70574758954123,75,48
66.66666666666667,6.2574400161372346,79,48
66.66666666666667,5.758086101783782,77,53
66.66666666666667,6.523461930260308,78,43
66.66666666666667,6.674994798166928,77,50
66.66666666666667,4.928375887540325,75,59
66.66666666666667,4.982190504408901,75,54
66.66666666666667,9.374907406950156,81,37
66.66666666666667,7.900773520499258,78,41
66.66666666666667,7.435649863252633,78,45
66.66666666666667,7.322719591942752,78,40
66.66666666666667,5.381036661792555,75,51
66.66666666666667,7.682592155140232,80,49
66.66666666666667,13.352486243725881,77,3
66.66666666666667,10.470063143182195,80,25
66.66666666666667,14.947314883356883,85,22
66.66666666666667,6.754422419587201,76,47
66.66666666666667,4.323064756499593,76,56
66.66666666666667,5.769652406245014,77,50
66.66666666666667,13.626771036782298,79,5
66.66666666666667,8.964126034118193,76,28
66.66666666666667,7.217263254786324,76,40
66.66666666666667,5.521674464226308,76,50
66.66666666666667,11.431924111403509,78,16
66.66666666666667,5.581716183715861,79,54
66.66666666666667,10.163114133418402,78,26
