Order Index,Order-in Time,Rider Index,Rider Arrives at Restaurant,Order Delivered Time,Waiting Time,DT,Time taken before delivery
0,42,81,72.4138126514911,144.2608724382353,102.26087243823531,71.84705978674421,30.4138126514911
1,72,89,94.02271554554524,816.9307318242417,744.9307318242417,722.9080162786964,22.022715545545225
2,99,58,141.5440947723653,635.2494725028494,536.2494725028494,493.7053777304841,42.54409477236527
3,133,75,257.66354719804826,847.5999844520968,714.5999844520968,589.9364372540485,124.66354719804826
4,160,78,189.01723625709383,683.0172362570938,523.0172362570938,494.0,29.017236257093828
5,176,41,204.2842712474619,773.553978855376,597.553978855376,569.2697076079141,28.284271247461902
6,212,79,241.1547594742265,824.8755831562329,612.8755831562329,583.7208236820064,29.154759474226466
7,240,40,293.0094331227943,1221.9755250766393,981.9755250766393,928.9660919538451,53.009433122794235
8,263,74,312.2442890089805,882.3293703784196,619.3293703784196,570.0850813694392,49.244289008980445
9,286,64,364.40918313565066,858.4425828162795,572.4425828162795,494.0333996806288,78.40918313565066
10,313,16,327.0,1144.0740480519498,831.0740480519498,817.0740480519498,14.0
11,341,28,404.1585306985525,1066.2046016029874,725.2046016029874,662.0460709044348,63.15853069855257
12,377,26,425.1663783151692,912.7573954596609,535.7573954596609,487.5910171444917,48.1663783151692
13,401,29,442.7252920900501,873.3074561423945,472.30745614239447,430.58216405234435,41.72529209005012
14,441,70,497.3205113613149,958.7205547076501,517.7205547076501,461.40004334633517,56.320511361314914
15,469,69,593.1491039033307,1011.7957329355015,542.7957329355015,418.64662903217084,124.14910390333068
16,491,77,553.3698645180507,1398.8667598405586,907.8667598405586,845.496895322508,62.36986451805069
17,536,46,597.0327780786686,1363.4145367342358,827.4145367342358,766.3817586555672,61.03277807866857
18,568,93,666.6154146165801,806.1360224134214,238.13602241342141,139.52060779684132,98.6154146165801
19,605,93,1038.4293483371887,1652.8274277612702,1047.8274277612702,614.3980794240815,433.4293483371887
20,634,72,708.5251635355469,1507.7447829143507,873.7447829143507,799.2196193788038,74.52516353554688
21,661,99,790.4951736552371,825.4808850243088,164.4808850243088,34.98571136907174,129.49517365523707
22,691,99,1157.0139482891043,1639.1446359662114,948.1446359662114,482.13068767710706,466.0139482891043
23,719,64,835.1034021895999,1447.3394677721494,728.3394677721494,612.2360655825495,116.10340218959993
24,751,69,881.9198227924251,1749.543012892828,998.5430128928281,867.623190100403,130.91982279242507
25,798,74,851.7587202228624,1252.9133038935468,454.91330389354675,401.15458367068436,53.758720222862394
26,829,70,975.7787450552702,1482.4640517299358,653.4640517299358,506.68530667466564,146.77874505527018
27,863,38,918.3263047744922,1568.1955223867744,705.1955223867744,649.8692176122822,55.3263047744922
28,898,38,1151.337719260279,2169.9372480251413,1271.9372480251413,1018.5995287648623,253.33771926027907
29,926,53,991.0691939399898,1592.3087468637807,666.3087468637807,601.2395529237909,65.06919393998976
30,952,28,1180.6000874890472,1797.9508791788287,845.9508791788287,617.3507916897815,228.60008748904716
31,978,87,1089.0855526159905,1625.2198641462264,647.2198641462264,536.1343115302359,111.08555261599054
32,1018,53,1263.5381844031597,1826.3036773040658,808.3036773040658,562.7654929009061,245.53818440315968
33,1047,72,1298.1035642917082,1550.357404698549,503.3574046985491,252.25384040684094,251.10356429170815
34,1083,87,1619.134311530236,2293.7868146753735,1210.7868146753735,674.6525031451376,536.1343115302359
35,1111,81,1213.8834291807966,1743.0157377766714,632.0157377766714,529.1323085958747,102.88342918079661
36,1153,91,1249.6902270139026,1971.7047698037275,818.7047698037275,722.0145427898249,96.69022701390259
37,1178,81,1356.809954980141,2086.852419498473,908.852419498473,730.042464518332,178.8099549801409
38,1207,46,1548.5406271587613,1903.1220705536462,696.1220705536462,354.5814433948849,341.54062715876125
39,1234,91,1392.2687587617972,1788.1942568040427,554.1942568040427,395.9254980422454,158.26875876179724
40,1265,19,1412.1393896956215,1731.200512366498,466.20051236649806,319.06112267087656,147.1393896956215
41,1305,19,2070.7630181720715,2365.016310422133,1060.0163104221328,294.25329225006135,765.7630181720715
42,1338,77,1605.71066471099,1814.1812861424041,476.18128614240413,208.4706214314142,267.71066471098993
43,1369,79,1473.1729331448432,1915.631970796918,546.631970796918,442.4590376520748,104.17293314484323
44,1398,65,1461.5688603012513,2310.8367803359124,912.8367803359124,849.2679200346611,63.568860301251334
45,1434,79,1794.138862107382,2534.039531116405,1100.0395311164052,739.9006690090232,360.138862107382
46,1471,93,1521.1597448159378,1746.5505165879872,275.5505165879872,225.39077177204945,50.159744815937756
47,1502,3,1538.6878726556884,1651.4752833006712,149.4752833006712,112.78741064498286,36.68787265568835
48,1528,3,1640.7874106449829,2375.7336671835137,847.7336671835137,734.9462565385309,112.78741064498286
49,1550,68,1594.1021541424,1864.7827777562818,314.7827777562818,270.68062361388183,44.10215414239997
50,1585,68,2042.5172127909507,2529.4802504026366,944.4802504026366,486.9630376116859,457.5172127909507
51,1620,84,1722.3132444994294,2684.7357089089005,1064.7357089089005,962.4224644094711,102.3132444994294
52,1651,3,2407.667694566115,2576.9603405965913,925.9603405965913,169.29264603047613,756.6676945661152
53,1680,91,1918.209991394148,2590.210735441355,910.2107354413552,672.0007440472073,238.2099913941479
54,1708,65,2384.3785922100137,3048.433559814353,1340.433559814353,664.0549676043393,676.3785922100137
55,1734,93,1809.0266619276108,2601.86271055305,867.86271055305,792.8360486254392,75.0266619276108
56,1767,84,2391.320430548288,3282.3804734185765,1515.3804734185765,891.0600428702883,624.3204305482882
57,1806,53,1974.6090151800904,2862.969865285497,1056.9698652854968,888.3608501054064,168.6090151800904
