,1800,3600,5400,7200,9000,10800,12600,14400,16200,18000,19800,21600,23400,25200,27000,28800,30600,32400,34200,36000,37800,39600,41400,43200,45000,46800,48600,50400,52200,54000,55800,57600,59400
0,663.68,844.2,844.87,891.0,897.07,876.21,858.72,806.9,870.23,824.38,950.5,847.7,903.43,923.16,908.79,826.68,887.64,864.1,881.94,867.26,902.1,867.71,856.85,786.64,863.33,942.99,870.36,945.56,887.59,975.94,979.52,960.43,967.02
