,30.0,60.0,90.0,120.0,150.0,180.0,210.0,240.0,270.0,300.0,330.0,360.0,390.0,420.0,450.0,480.0,510.0,540.0,570.0,600.0,630.0,660.0,690.0,720.0,750.0,780.0,810.0,840.0,870.0,900.0,930.0,960.0,990.0
0,11.06,14.07,14.08,14.85,14.95,14.6,14.31,13.45,14.5,13.74,15.84,14.13,15.06,15.39,15.15,13.78,14.79,14.4,14.7,14.45,15.04,14.46,14.28,13.11,14.39,15.72,14.51,15.76,14.79,16.27,16.33,16.01,16.12
1,11.06,14.07,14.08,14.85,14.95,14.6,14.31,13.45,14.5,13.74,15.84,14.13,15.06,15.39,15.15,13.78,14.79,14.4,14.7,14.45,15.04,14.46,14.28,13.11,14.39,15.72,14.51,15.76,14.79,16.27,16.33,16.01,16.12
2,11.06,14.07,14.08,14.85,14.95,14.6,14.31,13.45,14.5,13.74,15.84,14.13,15.06,15.39,15.15,13.78,14.79,14.4,14.7,14.45,15.04,14.46,14.28,13.11,14.39,15.72,14.51,15.76,14.79,16.27,16.33,16.01,16.12
3,11.06,14.07,14.08,14.85,14.95,14.6,14.31,13.45,14.5,13.74,15.84,14.13,15.06,15.39,15.15,13.78,14.79,14.4,14.7,14.45,15.04,14.46,14.28,13.11,14.39,15.72,14.51,15.76,14.79,16.27,16.33,16.01,16.12
