,1800,3600,5400,7200,9000,10800,12600,14400,16200,18000,19800,21600,23400,25200,27000,28800,30600,32400,34200,36000,37800,39600,41400,43200,45000,46800,48600,50400,52200,54000,55800,57600,59400
0,670.97,826.19,836.59,806.82,860.01,815.65,826.4,799.84,812.73,785.51,881.61,814.9,830.95,846.76,861.31,878.81,835.12,856.07,837.41,739.31,829.07,803.7,812.6,776.09,819.11,842.77,841.61,886.39,835.04,1018.8,1026.04,920.11,847.01
