Order Index,Order-in Time,Rider Index,Rider Arrives at Restaurant,Order Delivered Time,Waiting Time,DT,Time taken before delivery
0,31,8,91.20797289396148,852.9034501025372,821.9034501025372,761.6954772085758,60.20797289396148
1,58,21,88.01666203960727,430.67684356060045,372.67684356060045,342.6601815209932,30.01666203960724
2,89,17,139.5371150739731,563.2067977278066,474.2067977278066,423.6696826538335,50.5371150739731
3,120,15,200.52328855678957,804.918027117608,684.918027117608,604.3947385608184,80.52328855678957
4,152,7,172.51828452868318,1253.633449531931,1101.633449531931,1081.115165003248,20.518284528683125
5,181,31,242.00819617067856,359.3325329469843,178.33253294698432,117.32433677630576,61.00819617067856
6,207,18,289.76472678623423,562.6199997790793,355.6199997790793,272.8552729928451,82.76472678623423
7,232,25,538.140490624811,928.4736816296243,696.4736816296243,390.3331910048132,306.14049062481104
8,262,14,571.517366233302,1227.9592905495358,965.9592905495358,656.4419243162338,309.517366233302
9,301,28,436.53228397691817,1057.378480711665,756.3784807116649,620.8461967347467,135.53228397691817
10,322,20,404.68010643437754,793.6813917792977,471.68139177929766,389.0012853449201,82.68010643437754
11,351,27,476.23977004130916,738.9277979375191,387.92779793751913,262.68802789621,125.23977004130916
12,375,19,545.0735135169494,1109.6379473949614,734.6379473949614,564.564433878012,170.07351351694945
13,400,12,475.92759709091285,1152.684569718458,752.6845697184581,676.7569726275452,75.92759709091285
14,429,31,550.0165277968262,924.9098459554725,495.9098459554725,374.89331815864637,121.01652779682615
15,453,26,582.2942380773404,1187.2901058318237,734.2901058318237,604.9958677544832,129.29423807734042
16,479,2,686.5307206174546,825.9724647258815,346.97246472588154,139.44174410842697,207.53072061745456
17,508,21,825.95911686882,894.3696423747683,386.3696423747683,68.41052550594827,317.95911686882005
18,547,3,1015.7344664092881,1965.91602800686,1418.91602800686,950.1815615975719,468.7344664092881
19,567,1,958.8788077964921,1392.2147052248035,825.2147052248035,433.33589742831145,391.8788077964921
20,589,11,982.0012722625718,1866.4683434415954,1277.4683434415954,884.4670711790236,393.0012722625718
21,615,17,824.990475974507,1569.1651866439843,954.1651866439843,744.1747106694772,209.99047597450704
22,646,6,1198.6119796023245,1777.4003692578185,1131.4003692578185,578.788389655494,552.6119796023245
23,677,22,1192.9399189828212,2027.1101653953865,1350.1101653953865,834.1702464125653,515.9399189828212
24,701,4,994.492759706266,1135.5246709887838,434.5246709887838,141.03191128251774,293.49275970626604
25,730,16,1143.3037623830685,2248.2784227260104,1518.2784227260104,1104.974660342942,413.3037623830685
26,765,0,1221.1852693807637,1445.98740460194,680.9874046019399,224.8021352211763,456.18526938076366
27,801,29,878.3692445355388,1615.2064042933785,814.2064042933785,736.8371597578397,77.36924453553877
28,830,27,1029.4617757867406,1948.9513080816982,1118.9513080816982,919.4895322949576,199.46177578674065
29,858,2,997.4417441084269,1168.7718348689234,310.7718348689234,171.33009076049655,139.44174410842686
30,892,5,1066.4706279005152,1971.2777896758848,1079.2777896758848,904.8071617753697,174.47062790051518
31,920,18,1014.1328847959096,1325.910048808927,405.91004880892706,311.77716401301745,94.1328847959096
32,948,31,1194.602919690745,1911.1501965678538,963.1501965678538,716.5472768771087,246.602919690745
33,968,15,1274.37395450658,2091.217268735202,1123.2172687352022,816.8433142286221,306.37395450658005
34,992,10,1168.2044267321342,1350.5365412923506,358.53654129235065,182.3321145602165,176.20442673213415
35,1014,21,1261.6307735318856,2126.651004509173,1112.6510045091732,865.0202309772876,247.63077353188555
36,1041,25,1590.8236080780816,2432.7885717196814,1391.7885717196814,841.9649636415998,549.8236080780816
37,1068,24,1250.937147676463,1973.4328224040005,905.4328224040005,722.4956747275376,182.93714767646293
38,1095,20,1677.8181534578346,2595.3823201513687,1500.3823201513687,917.5641666935342,582.8181534578346
39,1104,8,1233.9730741346068,1998.9364719517835,894.9364719517835,764.9633978171767,129.9730741346068
40,1142,28,1492.5709628591621,2487.4724655216114,1345.4724655216114,994.9015026624493,350.57096285916214
41,1171,2,1603.4176222126014,1863.1482519042108,692.1482519042108,259.73062969160947,432.4176222126014
42,1195,9,1467.853440513401,2007.0426466368172,812.0426466368172,539.1892061234162,272.853440513401
43,1224,19,1854.5442093937586,2247.824008010469,1023.8240080104688,393.2797986167102,630.5442093937586
44,1260,14,1940.0772014999475,2664.3119700660527,1404.3119700660527,724.2347685661052,680.0772014999475
45,1292,4,2002.000704225003,2673.1795179549954,1381.1795179549954,671.1788137299925,710.0007042250029
46,1322,23,1437.0,1776.9544087079912,454.9544087079912,339.9544087079912,115.0
47,1359,18,1757.6702898386084,2259.8973301301485,900.8973301301485,502.2270402915401,398.67028983860837
48,1393,7,1430.6961536499416,1768.9859702273845,375.98597022738454,338.28981657744293,37.69615364994161
49,1415,26,1847.0578664947557,2239.8580701606907,824.8580701606907,392.800203665935,432.0578664947557
50,1438,1,1682.131112314674,2053.5957808903004,615.5957808903004,371.4646685756263,244.13111231467406
51,1474,10,2132.5537183859797,2221.323082470668,747.3230824706679,88.76936408468828,658.5537183859797
52,1502,13,2209.313226230077,2428.082511094292,926.0825110942919,218.76928486421502,707.3132262300769
53,1527,0,2302.9310536381436,2926.1436979257896,1399.1436979257896,623.2126442876461,775.9310536381436
54,1563,30,2378.2987182622082,2870.965948753541,1307.965948753541,492.6672304913327,815.2987182622082
55,1596,17,1769.4416328336424,1898.797730486594,302.797730486594,129.35609765295158,173.44163283364242
56,1622,29,2089.268659338501,2840.3532085072347,1218.3532085072347,751.0845491687337,467.26865933850104
