,"Average WT, anticipation",WT_minimum,Ratio
0,8647.476106573835,485.1931239406393,17.823
1,10577.07143833439,522.069143397241,20.26
2,10978.606696489862,546.6639337364377,20.083
3,11705.024978365354,551.753155777422,21.214
4,9369.562710721924,497.4328451863201,18.836
5,11985.78177885013,534.156611103828,22.439
6,7756.138637348211,491.9998055749579,15.765
7,10164.95065564086,520.4802471054236,19.53
8,11177.333789282015,508.70114688996216,21.972
9,9367.690542132792,520.9084179265552,17.983
10,12369.983111834727,564.6022571603767,21.909
11,13740.290575898473,526.8975071141854,26.078
12,11322.6430479799,516.29554246961,21.931
13,10888.09383473526,524.9524420414724,20.741
14,10227.06394484923,533.364577815857,19.175
15,9235.292211203807,508.5202742906309,18.161
16,9482.698336557663,497.0681242802689,19.077
17,9760.067591200717,531.5909056216857,18.36
18,9810.590226531593,514.2352593580399,19.078
19,9582.874333480968,507.5288808484791,18.881
20,9306.947560395647,498.38937173020935,18.674
21,13824.71965141331,574.3056127535386,24.072
22,12640.248925886961,545.2914127868623,23.181
23,12911.518431930339,535.5528556501334,24.109
24,8760.58199187598,519.1917986909849,16.873
25,11936.527498622341,551.1064819130708,21.659
26,10243.099370515836,531.6967294037862,19.265
27,11115.951044339212,522.9655948198392,21.256
28,10715.492091721568,530.269226980541,20.208
29,10756.573854896256,526.889812501365,20.415
30,9430.830889130175,510.1757308110306,18.485
31,12654.574303497215,545.467283179705,23.2
32,9827.950268836315,527.340395429965,18.637
33,10386.05083627686,535.9155140111328,19.38
34,8534.751955514354,492.43850186974606,17.332
35,8481.141454913122,501.09473392726227,16.925
36,9497.075711571757,524.3293698352672,18.113
37,10253.897208760356,531.232397692449,19.302
38,12701.03261433969,537.4912760996432,23.63
39,7916.982135804797,487.4641877261488,16.241
40,11327.614020687017,536.6092886298209,21.11
41,10824.721273000398,517.6439060512986,20.912
42,13793.657054131052,577.0003826959594,23.906
43,9238.449150359667,514.8879854982579,17.943
44,9490.05723824067,525.1355799316217,18.072
45,10339.328868001341,491.50684258593077,21.036
46,13394.092472686221,567.7387827158319,23.592
47,10919.303584222738,528.6103061865082,20.657
48,7797.577823229496,505.41041926343894,15.428
49,10582.719144997354,523.484001118678,20.216
50,9205.491132133142,511.94119912427857,17.982
51,9975.843829734904,536.9265665510729,18.58
52,10785.164882548957,542.0764265260063,19.896
53,10122.361670916223,522.7072003539671,19.365
54,10409.567632985249,528.4719592502693,19.697
55,9307.410297674316,519.4034978372189,17.919
56,13178.170663423412,547.1180130801416,24.087
57,9197.68969585774,510.00885482934746,18.034
58,11528.660841901845,535.6497746978818,21.523
59,8229.572090009813,497.3072697806152,16.548
60,14236.787859031574,556.1091567370066,25.601
61,8768.911358190284,499.11509377008247,17.569
62,10875.81907636601,530.5591783241027,20.499
63,10144.529298846002,514.1062375862816,19.732
64,10212.174596491066,521.4827245292688,19.583
65,10293.077248384023,527.6343703487469,19.508
66,7685.323236618115,489.323615589494,15.706
67,13308.667825368371,557.8930798352794,23.855
68,9312.050645928573,510.40185322318047,18.245
69,10674.620757995996,540.6807004225857,19.743
70,10617.257843238618,511.9297969041265,20.74
71,7975.035977994304,495.2633286816503,16.103
72,6881.222534233785,480.27898213027356,14.328
73,10734.374243025677,535.0794172260104,20.061
74,11899.318454365448,523.4188803803142,22.734
75,10898.644111735144,537.5624194957545,20.274
76,8135.9153533149865,490.0578424033367,16.602
77,11050.782551154101,534.1911009279926,20.687
78,10721.290092860352,536.9588343843901,19.967
79,7726.855731145561,483.55843995246113,15.979
80,9356.44930853663,502.6743011516005,18.613
81,12812.858692817606,542.6645167198109,23.611
82,10263.343515338152,515.9165211663918,19.893
83,10592.163611204334,511.6667014011367,20.701
84,10433.315491272531,527.4067279989001,19.782
85,11015.21659060428,524.2378177245204,21.012
86,9668.655240418877,514.9171625650858,18.777
87,10752.653267839985,527.0445631786944,20.402
88,9363.134725824031,500.0099957543664,18.726
89,7304.545114480935,465.77584645423235,15.683
90,9907.704649404346,519.8854589475867,19.057
91,9449.714089170086,502.05418810297505,18.822
92,12077.011749961826,539.9264151965034,22.368
93,9333.30505490425,523.7890027850633,17.819
94,9187.837899945474,513.8362122022777,17.881
95,9697.006097676363,512.089527518064,18.936
96,12747.47181707739,548.9740738906854,23.221
97,8953.71846314686,528.0510911744065,16.956
98,9126.309359349716,495.99691799667977,18.4
99,13170.59116723934,564.3519156097259,23.338
