Average Waiting Time_Default(s),Average Waiting Time_Anticipation(s),Difference(s),if Anticipation is better
5661.235723952241,995.1447881775256,4666.090935774715,1.0
5917.448346876308,898.6049970534245,5018.843349822884,1.0
6270.364205458322,941.6740792415893,5328.690126216733,1.0
7355.411211013106,917.4524237501374,6437.958787262969,1.0
5442.171453092434,954.4152256478726,4487.756227444561,1.0
8621.909434021316,1326.3109919686956,7295.59844205262,1.0
7085.566940701757,927.8960646941326,6157.670876007624,1.0
6856.015853962759,945.7375563405433,5910.278297622216,1.0
4795.6142225106605,875.219275347803,3920.3949471628575,1.0
7118.7373950975325,919.1376947667667,6199.599700330766,1.0
5098.836405512091,913.6677602333037,4185.168645278787,1.0
7135.245866701409,966.3004221312063,6168.945444570202,1.0
4957.3369906858525,901.2590466169786,4056.077944068874,1.0
5446.940899630836,895.4561458926436,4551.484753738192,1.0
6868.575680034991,920.1953518507155,5948.380328184276,1.0
6986.13884270871,950.583070179889,6035.555772528822,1.0
6118.423124777029,955.1009025636816,5163.322222213348,1.0
7588.195311581292,940.2069113809184,6647.988400200374,1.0
7483.388287536161,927.902007271923,6555.486280264238,1.0
6147.3902796365355,910.3786194359269,5237.011660200608,1.0
8355.228251905777,917.9701758438088,7437.2580760619685,1.0
4849.7032059914,932.1815494899347,3917.5216565014653,1.0
5103.6190201609825,904.660895291198,4198.958124869784,1.0
6788.084387076481,955.6069194374232,5832.477467639058,1.0
7079.00141732506,940.4981259032359,6138.5032914218245,1.0
3933.521083538975,885.8260345226149,3047.69504901636,1.0
7008.310065839193,923.665999503876,6084.644066335317,1.0
4511.643754540896,928.8175962539416,3582.8261582869545,1.0
5698.481255595397,964.3901097825668,4734.09114581283,1.0
7756.879012551983,908.9245920914824,6847.9544204605,1.0
6334.647264333916,941.5061777555254,5393.14108657839,1.0
