,Order Index,Order-in Time,Rider Index,Rider Arrives at Restaurant,Order Delivered Time,Waiting Time,DT,Time taken before delivery
,365,11063,15,11317.55844,11986.32223,923.3222261,668.7637849,254.5584412
,366,11102,29,11163.29437,11685.41409,583.4140898,522.1197181,61.29437168
,367,11127,17,11263.85394,11412.78681,285.7868075,148.9328708,136.8539367
,368,11153,0,11368.35552,11553.07152,400.0715182,184.7159982,215.35552
,369,11179,4,11195.55295,11459.85769,280.8576937,264.3047483,16.55294536
,370,11212,18,11355.65584,11811.28837,599.2883661,455.6325274,143.6558387
,371,11251,33,11538.20028,11883.88511,632.8851061,345.6848276,287.2002786
,372,11275,31,11417.27087,12228.37444,953.3744376,811.1035692,142.2708684
,373,11308,8,11561.66316,11941.96041,633.9604146,380.2972522,253.6631625
,374,11338,28,11604.5952,11844.83883,506.8388251,240.2436263,266.5951988
,375,11364,2,11707.37298,12038.71268,674.7126799,331.3397048,343.3729751
,376,11393,12,11677.69282,12057.4954,664.4953972,379.8025803,284.6928169
,377,11423,17,11680.49757,12584.97201,1161.972006,904.474433,257.4975728
,378,11448,10,11563.00435,12409.45695,961.4569454,846.4525976,115.0043477
,379,11485,9,11623.351,11894.94261,409.9426081,271.5916052,138.3510029
,380,11515,25,11796.5848,12045.82364,530.823642,249.2388413,281.5848007
,381,11554,23,11571.20465,11912.52122,358.5212191,341.3165686,17.20465053
,382,11585,5,11690.68822,12300.66609,715.6660892,609.9778685,105.6882207
,383,11608,19,11625.46425,12355.54438,747.5443818,730.0801326,17.4642492
,384,11642,4,11755.37107,12519.38154,877.3815433,764.0104711,113.3710721
,385,11676,16,11761.37564,12420.15102,744.1510196,658.775379,85.37564055
,386,11695,29,11952.44902,12195.21846,500.218462,242.7694379,257.4490241
,387,11724,27,11917.68531,12504.69127,780.6912743,587.0059625,193.6853118
,388,11754,22,11983.8282,12688.83103,934.8310336,705.0028369,229.8281967
,389,11791,34,12047.56188,12314.9081,523.9081009,267.3462175,256.5618834
,390,11815,24,12137.12575,12261.75721,446.7572085,124.6314567,322.1257518
,391,11844,11,12014.46114,12789.35726,945.3572613,774.8961221,170.4611393
,392,11881,32,12166.66064,12848.82777,967.8277728,682.1671349,285.6606378
,393,11913,6,12071.68522,12187.11919,274.1191868,115.4339638,158.685223
,394,11935,1,12038.01942,12718.12088,783.1208787,680.101463,103.0194156
,395,11966,8,12372.89679,12901.99508,935.9950824,529.0982895,406.8967928
,396,11997,18,12060.97656,12438.89851,441.8985078,377.9219496,63.97655821
,397,12029,9,12146.88978,12928.4907,899.4907002,781.6009212,117.889779
,398,12055,25,12236.22086,12959.32044,904.3204379,723.0995782,181.2208597
,399,12082,15,12189.48953,12611.70393,529.7039349,422.2144005,107.4895344
,400,12115,23,12427.02884,12953.99469,838.9946881,526.9658433,312.0288448
,401,12157,28,12604.00112,12896.86628,739.8662753,292.8651567,447.0011186
,402,12187,13,12249.24147,12520.77415,333.7741521,271.5326868,62.24146528
,403,12211,26,12313.88343,12784.94287,573.9428734,471.0594442,102.8834292
,404,12242,12,12323.78631,13015.11691,773.116908,691.3306011,81.78630692
,405,12270,29,12501.82105,12567.58578,297.5857839,65.76473219,231.8210517
,406,12304,31,12517.21585,13249.47059,945.4705902,732.2547371,213.2158531
,407,12327,24,12509.93715,12824.44311,497.4431095,314.5059618,182.9371477
,408,12362,19,12835.42581,13126.11637,764.1163697,290.6905571,473.4258126
,409,12390,34,12907.25816,13424.47861,1034.478612,517.2204559,517.258156
,410,12414,30,12543.09686,13107.44162,693.4416156,564.3447528,129.0968629
,411,12449,16,12544.03683,13080.4145,631.4145004,536.3776655,95.03683496
,412,12472,3,12548.40026,13329.22034,857.2203435,780.8200817,76.40026178
,413,12502,33,12650.85228,13604.1046,1102.104603,953.2523276,148.8522758
,414,12537,18,12784.07286,13851.89776,1314.897756,1067.824892,247.0728637
,415,12565,5,12659.51455,12908.99401,343.9940072,249.4794581,94.51454914
,416,12594,14,12808.02103,13046.8557,452.8556979,238.8346708,214.021027
,417,12621,29,12686.76473,13174.23371,553.2337056,487.4689734,65.76473219
,418,12654,7,13000.15748,13352.61315,698.6131496,352.455671,346.1574786
,419,12681,21,12877.75874,13087.96102,406.961019,210.2022835,196.7587355
,420,12710,10,12765.02727,13570.62766,860.6276632,805.6003972,55.02726597
,421,12737,13,12844.42439,13192.46175,455.4617463,348.0373543,107.424392
,422,12755,27,12857,13234.40429,479.4042925,377.4042925,102
,423,12792,2,12924.31024,13884.31024,1092.310241,960,132.3102415
,424,12815,6,13130.12855,13596.40421,781.4042147,466.2756695,315.1285452
,425,12851,0,12969.06778,13462.34762,611.3476166,493.2798394,118.0677771
,426,12876,11,13119.28584,13237.49328,361.4932849,118.2074448,243.2858401
,427,12903,4,12973.45566,13933.76915,1030.76915,960.3134905,70.45565982
,428,12930,1,13100.85667,13361.596,431.5959985,260.7393334,170.8566651
,429,12957,28,13034.98718,13198.5017,241.5017038,163.5145253,77.98717843
,430,12993,23,13217.29445,13299.30055,306.3005467,82.00609733,224.2944493
,431,13020,25,13358.86871,14013.86947,993.8694695,655.0007634,338.8687061
,432,13048,9,13222.54226,13852.83901,804.839014,630.2967555,174.5422585
,433,13086,14,13335.55961,13928.72485,842.7248505,593.1652384,249.5596121
,434,13115,5,13357.03306,13651.67861,536.6786054,294.6455498,242.0330556
,435,13147,19,13333.01075,13624.53948,477.5394817,291.5287293,186.0107524
,436,13171,30,13265.11164,13466.03948,295.0394836,200.9278477,94.11163584
,437,13200,16,13418.24757,13667.50446,467.5044614,249.2568956,218.2475659
,438,13234,22,13629.60713,14480.40264,1246.402638,850.7955101,395.6071283
,439,13268,20,13425.49603,14270.17171,1002.171709,844.6756774,157.4960317
,440,13292,27,13458.92813,13758.90979,466.9097944,299.9816661,166.9281282
,441,13316,12,13400.38602,13468.41542,152.4154232,68.02940541,84.3860178
,442,13343,3,13551.6001,13839.5237,496.5236969,287.923601,208.6000959
,443,13368,17,13392.04163,13912.08971,544.0897053,520.0480747,24.04163056
,444,13400,24,13644.85914,14377.20059,977.2005936,732.3414504,244.8591432
,445,13423,11,13633.85777,14579.34442,1156.344419,945.4866472,210.857772
,446,13443,8,13515.23573,14294.55915,851.5591497,779.3234245,72.23572523
,447,13476,7,13680.97073,14046.95707,570.9570682,365.9863385,204.9707296
,448,13511,26,13546,14056.29893,545.298932,510.298932,35
,449,13536,32,13787.64459,14454.05287,918.0528739,666.4082833,251.6445906
,450,13562,12,13678.36151,13916.25434,354.2543387,237.892833,116.3615057
,451,13601,6,13953.82999,15001.77846,1400.778459,1047.948472,352.8299874
,452,13632,10,13927.05423,14784.03031,1152.030311,856.976079,295.0542323
,453,13661,29,13866.99272,14394.63369,733.6336947,527.6409764,205.9927183
,454,13689,16,13779.04999,14472.98442,783.9844211,693.9344349,90.04998612
,455,13720,23,14014.71512,14790.3555,1070.355497,775.6403806,294.7151167
,456,13752,19,13942.09471,14711.43859,959.4385895,769.3438763,190.0947132
,457,13777,27,13847.3278,14149.52807,372.5280686,302.2002647,70.32780389
,458,13802,0,13891.06739,14138.06739,336.0673902,247,89.06739022
,459,13837,5,14135.56323,14430.57001,593.5700057,295.0067796,298.5632261
,460,13876,21,13942.21933,14840.03112,964.0311168,897.8117843,66.21933252
,461,13906,9,14191.32963,14806.61656,900.6165589,615.2869249,285.3296339
,462,13935,15,14122.88294,14715.89643,780.8964329,593.0134906,187.8829423
,463,13966,12,14134.40428,14605.14093,639.1409322,470.7366567,168.4042755
,464,13984,14,14361.92195,15206.69707,1222.697068,844.775118,377.9219496
,465,14009,30,14207.92712,14663.95563,654.9556302,456.0285079,198.9271223
,466,14044,13,14152.22661,15124.91156,1080.911558,972.6849439,108.2266141
,467,14074,25,14133.03389,14907.1353,833.1353031,774.1014145,59.03388857
,468,14103,4,14234.50285,14860.34948,757.3494783,625.8466266,131.5028517
,469,14130,28,14210.62258,14683.84557,553.8455693,473.2229918,80.62257748
,470,14165,1,14237.02777,14661.90423,496.9042251,424.8764526,72.02777242
,471,14187,3,14474.9236,15140.5977,953.5976954,665.6740944,287.923601
,472,14226,17,14681.37787,15090.38276,864.382755,409.0048899,455.3778651
,473,14257,7,14440.60011,14736.06246,479.0624585,295.4623495,183.6001089
,474,14290,27,14706.3292,15005.8655,715.865505,299.5363083,416.3291967
,475,14327,33,14599.00735,14823.41101,496.411007,224.4036542,272.0073528
,476,14357,20,14470.07077,15036.36575,679.3657504,566.2949761,113.0707743
,477,14377,0,14838.45964,15417.12189,1040.121891,578.6622504,461.4596407
,478,14412,8,14724.5012,15261.6092,849.6091966,537.1079966,312.5012
,479,14441,26,14616.26266,15267.26573,826.2657322,651.0030722,175.26266
,480,14468,5,14667.985,14816.64569,348.6456869,148.6606875,199.9849994
,481,14501,16,14549.38388,15165.7685,664.7685018,616.3846202,48.38388161
,482,14539,22,14653.06139,15206.27925,667.2792464,553.2178594,114.061387
,483,14573,24,14873.4663,15355.23907,782.2390723,481.772768,300.4663043
,484,14605,2,14667.58594,15275.88274,670.8827435,608.2968026,62.58594091
,485,14638,32,14856.74186,15744.75087,1106.750866,888.009009,218.741857
,486,14666,29,14747.41253,15053.49258,387.4925846,306.0800549,81.41252975
,487,14701,30,14879.6309,15652.12103,951.1210338,772.4901294,178.6309044
,488,14737,34,14978.05186,15305.09009,568.0900857,327.0382241,241.0518616
,489,14774,19,14958.3936,15455.43283,681.4328346,497.0392339,184.3936008
,490,14808,18,14960.39751,16012.06523,1204.06523,1051.667723,152.3975065
,491,14836,7,14944.97706,15403.83761,567.8376071,458.8605453,108.9770618
,492,14859,15,14968.8954,15609.43658,750.4365823,640.5411774,109.8954048
,493,14894,9,15036.04225,15634.86192,740.8619196,598.8196724,142.0422472
,494,14921,12,14997.1643,15314.65603,393.6560283,317.4917322,76.1642961
,495,14945,1,15030.42248,15750.52317,805.5231669,720.1006874,85.42247948
,496,14965,4,15293.25752,15756.19272,791.1927215,462.9352006,328.2575209
,497,15005,5,15325.07655,15811.65234,806.6523439,486.5757906,320.0765533
,498,15034,31,15173.70326,15476.39782,442.3978225,302.6945655,139.7032569
,499,15067,29,15138.02816,15577.68371,510.6837104,439.655547,71.02816343
,500,15087,27,15228.9049,15603.83156,516.8315572,374.9266595,141.9048977
,501,15107,28,15229.26201,15661.18099,554.1809876,431.9189739,122.2620137
,502,15142,6,15336.87945,16229.74058,1087.740581,892.8611314,194.8794499
,503,15171,10,15309.17742,15886.19129,715.1912868,577.0138647,138.1774222
,504,15202,13,15302.62306,15463.2126,261.2125979,160.5895389,100.623059
,505,15230,17,15385.76906,16038.35545,808.3554526,652.5863927,155.7690598
,506,15252,3,15346.92102,15774.68731,522.6873111,427.7662913,94.9210198
,507,15283,8,15395.80514,15697.06251,414.0625068,301.2573651,112.8051417
,508,15314,20,15462.09794,15767.54515,453.5451537,305.4472131,148.0979406
,509,15336,11,15525.51781,16357.25455,1021.254546,831.7367372,189.5178092
,510,15367,24,15422,16308.4474,941.447404,886.447404,55
,511,15395,12,15663.28716,16383.48852,988.4885203,720.2013607,268.2871596
,512,15426,14,15699.0586,16143.01919,717.0191856,443.9605838,273.0586018
,513,15454,34,15802.31164,16468.54659,1014.546586,666.2349435,348.3116421
,514,15483,13,15617.18271,16334.23919,851.2391944,717.0564831,134.1827113
,515,15509,23,15661.06906,15974.77275,465.7727451,313.7036818,152.0690633
,516,15535,16,15635.88112,15910.79383,375.7938316,274.9127134,100.8811182
,517,15572,33,15823.31056,16698.49969,1126.499687,875.1891224,251.3105648
,518,15612,29,15855.77243,16521.016,909.0159993,665.2435644,243.7724349
,519,15644,7,15753.12836,16068.13471,424.1347139,315.0063491,109.1283648
,520,15675,9,15735.82763,15802.94692,127.9469221,67.11929678,60.8276253
,521,15702,26,15783.05554,16205.35875,503.3587451,422.3032086,81.05553652
,522,15726,28,15953.24656,16538.38672,812.3867163,585.1401542,227.2465621
,523,15755,22,15949.20093,16285.63666,530.6366563,336.4357294,194.2009269
,524,15778,27,15869.21403,16448.22181,670.221806,579.007772,91.21403401
,525,15811,30,15972.98765,16498.48266,687.4826586,525.4950047,161.9876539
,526,15843,3,15957.56003,16534.60162,691.6016209,577.041593,114.5600279
,527,15880,4,16005,17138.78393,1258.78393,1133.78393,125
,528,15915,10,16063.4318,16397.05584,482.0558424,333.6240399,148.4318025
,529,15944,19,16103.22625,16745.18108,801.1810812,641.9548271,159.2262541
,530,15963,9,16112.33519,16551.06632,588.0663184,438.731125,149.3351934
,531,15988,16,16138.56228,16851.19472,863.1947233,712.6324438,150.5622795
,532,16017,18,16224.76188,16408.98186,391.9818601,184.2199772,207.7618829
,533,16052,5,16195.78108,17014.92332,962.9233179,819.1422343,143.7810836
,534,16078,21,16679,17772.03705,1694.037053,1093.037053,601
,535,16105,8,16367.68041,16559.93545,454.9354531,192.2550389,262.6804142
,536,16133,20,16556.85847,17538.63237,1405.632372,981.7739047,423.8584669
,537,16168,23,16265.04638,16744.03072,576.0307228,478.9843421,97.04638066
,538,16198,14,16607.57539,16782.68964,584.6896383,175.1142484,409.5753899
,539,16226,26,16426.24235,16814.16116,588.1611591,387.9188059,200.2423532
,540,16260,6,16834.5694,17721.56433,1461.564331,886.9949267,574.569404
,541,16289,22,16735.28466,17465.13465,1176.134647,729.8499846,446.2846625
,542,16322,24,16549.70595,16909.74067,587.7406713,360.0347205,227.7059507
,543,16358,0,16943.5681,17610.76897,1252.76897,667.2008693,585.5681002
,544,16387,11,16594.80038,17329.0769,942.0768997,734.2765147,207.800385
,545,16415,15,16749.96418,16912.07833,497.0783345,162.1141573,334.9641772
,546,16453,10,16559.04244,16920.65688,467.6568799,361.6144356,106.0424443
,547,16488,7,16522.20526,16677.63049,189.6304859,155.4252232,34.20526275
,548,16516,34,16541.07987,16899.48746,383.4874616,358.4075892,25.07987241
,549,16551,18,16735.21998,16856.81356,305.8135626,121.5935854,184.2199772
,550,16582,9,16642.41523,17301.29306,719.2930638,658.8778339,60.41522987
,551,16619,30,16940.25379,17602.76794,983.7679445,662.5141508,321.2537938
,552,16643,8,16677.20526,17370.82475,727.824755,693.6194922,34.20526275
,553,16671,13,16816.9863,17224.83431,553.8343116,407.8480109,145.9863007
,554,16701,33,16858.54682,16959.7891,258.7891021,101.2422837,157.5468184
,555,16725,28,16835.81967,17301.11528,576.1152783,465.295605,110.8196733
,556,16757,12,16897.6165,17479.83725,722.8372483,582.2207485,140.6164997
,557,16789,14,16960.33009,17363.60667,574.6066708,403.27658,171.3300908
,558,16814,3,17264.06888,17365.42469,551.4246925,101.3558089,450.0688836
,559,16852,23,17172.03125,17575.23839,723.2383913,403.2071428,320.0312485
,560,16884,32,16898.31782,17315.48206,431.4820573,417.1642362,14.31782106
,561,16916,17,17033.09825,17317.03662,401.0366229,283.9383736,117.0982493
,562,16945,18,17204.83456,17870.51391,925.513915,665.6793522,259.8345628
,563,16983,26,17345.73682,17857.41836,874.4183608,511.6815416,362.7368192
,564,17015,7,17161.8741,17610.63795,595.6379535,448.7638577,146.8740957
,565,17044,1,17138.00532,17635.36837,591.3683655,497.3630465,94.005319
,566,17081,33,17417.38222,17718.50844,637.5084425,301.1262194,336.3822231
,567,17119,10,17578.15684,18141.36195,1022.36195,563.2051136,459.156836
,568,17133,24,17220.20665,17813.18641,680.1864147,592.9797636,87.20665112
,569,17160,27,17483.50116,18053.6108,893.6107978,570.1096386,323.5011592
,570,17188,19,17905.86489,18242.87082,1054.870824,337.0059347,717.8648898
,571,17218,29,17499.22055,17581.76145,363.761453,82.54089895,281.220554
,572,17244,13,17297.23533,17486.19299,242.1929938,188.9576672,53.23532662
,573,17284,16,17630.79389,17868.71194,584.71194,237.9180531,346.7938869
,574,17308,15,17544.63051,18418.11205,1110.112053,873.4815396,236.6305137
,575,17334,28,17487.94155,18096.05996,762.0599569,608.1184095,153.9415473
,576,17355,11,17445.24965,18135.2656,780.2655956,690.0159418,90.24965374
,577,17386,3,17455.83552,17624.55126,238.5512583,168.7157373,69.83552105
,578,17415,31,17637.52416,18117.3262,702.3261985,479.8020425,222.524156
,579,17449,17,17589.87228,17849.10963,400.1096256,259.237343,140.8722826
,580,17475,9,17815.37626,17940.37626,465.3762624,125,340.3762624
,581,17501,8,17926.83682,18744.46082,1243.46082,817.6239967,425.8368232
,582,17542,4,17840.11743,18172.14152,630.141522,332.0240955,298.1174265
,583,17572,13,17943.20614,18665.26016,1093.260157,722.0540146,371.2061422
,584,17601,20,17966.03424,18966.46315,1365.463153,1000.428908,365.034245
,585,17631,34,18001.40113,18227.71949,596.7194937,226.3183598,370.4011339
,586,17672,3,18114.38558,18773.43414,1101.434135,659.0485566,442.3855784
,587,17698,23,17847.26487,18033.60058,335.6005838,186.3357185,149.2648653
,588,17728,1,17839.12605,18171.40606,443.406057,332.2800024,111.1260546
,589,17760,7,17813.85165,18558.9456,798.9456019,745.0939538,53.85164807
,590,17784,29,17907.71338,18372.36916,588.369165,464.6557866,123.7133784
,591,17818,12,17975.54364,18164.33189,346.3318859,188.7882412,157.5436447
,592,17859,24,18114.15681,18486.30867,627.3086653,372.1518507,255.1568145
,593,17895,6,17913.68154,18213.72987,318.7298711,300.0483294,18.68154169
,594,17916,18,18092.23847,18619.90693,703.9069313,527.6684565,176.2384748
,595,17940,33,18291.98011,18825.88366,885.8836624,533.9035493,351.9801131
,596,17968,9,18532.54318,18880.97538,912.975381,348.4322029,564.5431782
,597,18002,0,18085.38465,18443.37906,441.3790642,357.9944134,83.38465087
,598,18035,23,18758.38233,19355.60005,1320.600049,597.2177157,723.3823332
,599,18063,27,18361.32868,18968.15402,905.1540234,606.8253455,298.3286778
,600,18085,17,18568.92148,19246.39989,1161.399894,677.4784129,483.9214812
,601,18119,31,18367.6966,19056.59282,937.5928209,688.8962186,248.6966023
,602,18151,22,18764.38161,19456.88504,1305.88504,692.5034296,613.3816104
,603,18182,4,18483.00166,19084.04908,902.0490802,601.0474191,301.0016611
,604,18217,26,18266.09175,19429.77771,1212.777705,1163.685954,49.09175083
,605,18248,12,18411.85664,18787.35099,539.3509855,375.4943408,163.8566447
,606,18276,28,18373.49872,18792.17879,516.1787867,418.6800688,97.49871794
,607,18310,6,18360.24938,18720.87384,410.8738365,360.6244584,50.24937811
,608,18339,19,18567.21919,18831.68091,492.6809103,264.4617175,228.2191929
,609,18359,11,18563.61183,19023.62922,664.6292186,460.017391,204.6118276
,610,18387,1,18602.95601,18886.8803,499.8802997,283.9242857,215.956014
,611,18421,25,18491.17834,18909.60516,488.6051598,418.4268156,70.17834424
,612,18454,0,18587.68994,19160.48397,706.4839691,572.7940293,133.6899398
,613,18483,29,18703.05681,19460.72494,977.724944,757.6681332,220.0568108
,614,18504,14,18869.42167,19440.13526,936.1352626,570.7135884,365.4216742
,615,18535,34,19186.7768,19792.94015,1257.940147,606.1633443,651.7768023
,616,18558,24,19350.51057,20025.75053,1467.750525,675.2399573,792.5105678
,617,18582,7,18981.37076,19837.46713,1255.467128,856.0963731,399.3707551
,618,18610,5,19088.67421,19531.65051,921.650508,442.9762973,478.6742107
,619,18641,21,18819.01685,19643.73802,1002.738018,824.721165,178.0168531
,620,18678,2,19129.71673,19748.8403,1070.840299,619.1235741,451.7167254
,621,18705,18,19135.2476,19264.56891,559.5689084,129.3213053,430.2476031
,622,18727,13,18850.76187,19845.26325,1118.263251,994.5013826,123.7618681
,623,18765,15,18898.19535,19887.01333,1122.013326,988.8179812,133.1953453
,624,18787,6,19197.03049,19277.55998,490.5599844,80.5294977,410.0304867
,625,18823,28,18932.65856,19439.61024,616.6102352,506.9516742,109.658561
,626,18846,10,18929.38465,19260.86768,414.8676821,331.4830312,83.38465087
,627,18870,19,19063.3727,19334.34133,464.34133,270.9686329,193.3726971
,628,18911,33,19035.0645,19238.22453,327.2245348,203.1600354,124.0644994
,629,18956,8,19108.75143,19703.66739,747.6673925,594.9159605,152.7514321
,630,18982,9,19149.72,19611.65615,629.6561475,461.9361428,167.7200048
,631,19012,12,19343.73031,19778.98886,766.988856,435.2585439,331.7303122
,632,19034,25,19297.54696,20184.81749,1150.817493,887.2705337,263.5469598
,633,19062,20,19209.0034,19449.21164,387.2116443,240.208243,147.0034013
,634,19087,31,19470.8854,20024.91879,937.9187921,554.0333925,383.8853996
,635,19112,16,19324.94131,19591.23626,479.2362557,266.2949493,212.9413065
,636,19146,27,19577.49044,19836.18911,690.1891066,258.6986664,431.4904402
,637,19174,4,19647.06765,20128.24329,954.243292,481.1756436,473.0676484
,638,19214,1,19582.40874,19720.49929,506.4992904,138.09055,368.4087404
,639,19253,3,19820.41167,20391.86595,1138.865952,571.4542851,567.4116671
,640,19291,0,19404.29607,19632.16007,341.1600668,227.8639945,113.2960723
,641,19324,18,19466.80056,20065.91407,741.914072,599.1135118,142.8005602
,642,19364,19,19634.96863,20207.8386,843.8386007,572.8699678,270.9686329
,643,19398,33,19496.0816,19987.43178,589.4317793,491.3501806,98.08159868
,644,19416,30,19635.73848,20027.96546,611.965456,392.2269751,219.7384809
,645,19444,26,19729.72714,20657.36177,1213.361769,927.6346263,285.7271426
,646,19471,6,19778.40202,20216.8641,745.8641019,438.462085,307.4020169
,647,19496,23,19631.14807,19864.60898,368.6089844,233.4609175,135.1480669
,648,19532,22,19617.98256,20422.25428,890.2542766,804.2717203,85.98255637
,649,19558,17,19660.88343,19782.97356,224.9735598,122.0901306,102.8834292
,650,19595,14,19754.81552,19926.08139,331.0813938,171.2658752,159.8155186
,651,19623,10,20167.71736,20883.72853,1260.728531,716.0111731,544.7173579
,652,19657,11,19901.49949,20216.65818,559.6581789,315.1586902,244.4994888
,653,19676,21,19947.01476,20572.03476,896.0347594,625.0199997,271.0147597
,654,19709,16,19756.04253,20063.74531,354.7453126,307.7027787,47.04253395
,655,19735,1,20151.79251,20604.71414,869.7141411,452.9216268,416.7925143
,656,19767,8,19947.42727,20519.93928,752.9392793,572.5120086,180.4272707
,657,19791,20,19898.87029,20765.92104,974.9210407,867.0507482,107.8702925
,658,19814,9,19882.44706,20523.40338,709.4033766,640.9563168,68.44705983
,659,19839,12,20071.43279,20344.18542,505.1854212,272.7526352,232.432786
,660,19868,2,20041.58859,20599.11348,731.1134814,557.5248873,173.5885941
,661,19894,15,20016.67437,20253.07445,359.0744503,236.4000846,122.6743657
,662,19912,28,20139.11451,20906.92243,994.9224273,767.8079187,227.1145086
,663,19945,34,20089.83784,20210.78824,265.7882434,120.9504031,144.8378404
,664,19976,29,20053.12976,20274.67208,298.6720818,221.542321,77.12976079
,665,20002,14,20155,20329.07182,327.0718243,174.0718243,153
,666,20034,17,20343.00647,20779.6127,745.6127023,436.6062299,309.0064724
,667,20070,31,20246.87566,20408.96206,338.9620593,162.0863967,176.8756625
,668,20097,23,20193.02604,20687.64205,590.6420508,494.6160127,96.02603814
,669,20124,33,20363.17567,21096.34004,972.3400421,733.1643745,239.1756677
,670,20145,27,20260.10864,21146.69141,1001.69141,886.5827655,115.1086443
,671,20170,0,20279.07795,21005.0876,835.0875956,726.0096418,109.0779538
,672,20204,5,20440.98523,20830.29231,626.2923083,389.3070767,236.9852316
,673,20234,24,20352.68024,20481.75774,247.7577388,129.0774961,118.6802427
,674,20267,11,20405.29317,20993.74367,726.7436745,588.4505077,138.2931669
,675,20301,29,20480.10891,21234.49077,933.4907716,754.3818662,179.1089054
,676,20336,30,20743.29596,21057.31029,721.3102921,314.0143309,407.2959612
,677,20368,4,20566.57996,21304.78386,936.7838601,738.2039014,198.5799587
,678,20392,14,20548.84706,20943.19843,551.1984254,394.3513662,156.8470593
,679,20424,34,20452.42534,21088.32235,664.322345,635.8970042,28.42534081
,680,20446,31,20838.02041,21384.86956,938.8695642,546.8491565,392.0204076
,681,20483,13,20613.38788,20713.61263,230.6126303,100.2247474,130.3878829
,682,20506,24,20600.92102,21019.60706,513.6070597,418.6860399,94.9210198
,683,20537,12,20988.27818,21500.88817,963.8881729,512.6099882,451.2781847
,684,20555,16,20709.25952,21078.3503,523.3502963,369.0907747,154.2595216
,685,20579,15,20771.89894,21231.68693,652.6869319,459.7879946,192.8989373
,686,20603,9,20749.15403,21154.27747,551.2774663,405.123438,146.1540283
,687,20633,3,20745.37882,21175.55321,542.5532069,430.1743832,112.3788236
,688,20664,32,21081.16424,21862.00545,1198.005449,780.8412131,417.1642362
,689,20697,26,20797.20978,21251.74251,554.7425071,454.5327271,100.20978
,690,20733,13,20890.0796,21727.47676,994.4767555,837.3971579,157.0795977
,691,20759,2,20959.04,21347.48433,588.4843292,388.4443332,200.039996
,692,20787,17,21071.94561,21558.43713,771.4371298,486.491521,284.9456088
,693,20823,23,21255.7817,21833.33256,1010.332564,577.5508636,432.7817002
,694,20852,21,21223.57099,21841.61063,989.6106319,618.0396427,371.5709892
,695,20881,19,20981.26465,21071.53646,190.5364616,90.27181177,100.2646498
,696,20918,5,21134.36312,21564.66069,646.6606922,430.2975715,216.3631207
,697,20951,6,21036.32878,21241.97896,290.9789643,205.6501884,85.32877592
,698,20989,7,21053.32729,21720.63981,731.6398086,667.3125205,64.32728814
,699,21019,28,21337.06446,22145.33731,1126.337309,808.27285,318.0644589
,700,21048,1,21227.61069,21867.98636,819.9863611,640.375671,179.6106901
,701,21083,14,21229.49232,21546.41818,463.4181795,316.9258588,146.4923206
,702,21112,19,21215.58571,21864.70897,752.7089682,649.1232549,103.5857133
,703,21153,0,21274.65525,21672.5761,519.576097,397.9208464,121.6552506
,704,21190,24,21338.47559,21663.66169,473.6616878,325.1861006,148.4755872
,705,21214,33,21334.20815,21751.37958,537.3795804,417.1714276,120.2081528
,706,21247,34,21349.4207,22041.28268,794.2826815,691.8619805,102.420701
,707,21267,15,21419.50574,21888.38099,621.3809875,468.8752499,152.5057376
,708,21302,16,21560.99035,21690.06397,388.0639697,129.0736224,258.9903473
,709,21334,4,21354.61553,21706.3896,372.3896034,351.7740752,20.61552813
,710,21370,30,21431.09828,21973.96659,603.9665896,542.8683082,61.09828148
,711,21404,26,21824.05952,22572.99543,1168.995431,748.9359118,420.0595196
,712,21433,9,21661.12277,22027.2061,594.2060978,366.0833238,228.122774
,713,21466,10,21746.81489,22363.95425,897.954254,617.1393684,280.8148856
,714,21504,12,21542.01316,21681.73073,177.7307279,139.7175723,38.01315562
,715,21526,29,21808.21446,22258.32555,732.3255549,450.1110974,282.2144575
,716,21550,14,21727.0226,22275.71012,725.7101223,548.6875249,177.0225974
,717,21574,18,21792.49027,22114.04276,540.0427584,321.5524841,218.4902744
,718,21604,17,21792.16216,21980.66415,376.6641535,188.5019894,188.1621641
,719,21630,22,21826.1632,22550.66095,920.6609544,724.4977571,196.1631974
,720,21666,24,22016.24135,22217.35077,551.3507683,201.109423,350.2413454
,721,21704,0,21821.17508,22286.13207,582.1320699,464.9569873,117.1750827
,722,21732,4,21793.7171,21954.30664,222.3066354,160.5895389,61.7170965
,723,21765,33,21842.38863,22827.78601,1062.786011,985.3973818,77.38862966
,724,21791,31,21851.92618,22702.01853,911.0185328,850.0923479,60.92618485
,725,21822,13,21927.15227,22292.88031,470.8803116,365.728041,105.1522705
,726,21852,7,22225.96524,22858.1187,1006.118701,632.1534624,373.965239
,727,21878,5,22029.84532,22814.97779,936.9777889,785.1324729,151.845316
,728,21900,15,21968.35934,22137.37118,237.3711785,169.0118339,68.35934464
,729,21924,20,22203.02867,22649.53623,725.5362311,446.5075587,279.0286724
,730,21953,16,22001.8467,22032.65254,79.65254257,30.8058436,48.84669897
,731,21985,30,22078.08598,22671.06575,686.0657453,592.9797636,93.08598176
,732,22013,21,22087.72617,22939.49139,926.4913926,851.7652259,74.72616677
,733,22036,19,22147.82576,22785.78892,749.7889224,637.9631651,111.8257573
,734,22063,17,22255.65773,22815.18074,752.1807387,559.5230111,192.6577276
